DateTime,LE,H,NETRAD,G,LE_measured_flag,H_measured_flag,SW_IN,TA,RH,VPD,PA,GPP,P,WS,USTAR,SWC
2018-04-06 17:30,43.76,-15.38,6.22,2.92,0,1,14.2,15.39,97.9,0.037,99.36,4.493,0.0,1.67,0.275,41.44
2018-04-06 18:00,22.87,-11.56,-1.03,1.6,0,1,4.5,15.24,98.9,0.019,99.36,1.865,0.0,1.51,0.222,41.13
2018-04-06 18:30,14.31,-11.32,-4.25,0.54,0,1,0.0,15.2,98.9,0.019,99.34,0.0,0.0,1.75,0.244,40.85
2018-04-06 19:00,6.28,-13.12,-4.25,-0.02,0,1,0.0,15.28,98.2,0.031,99.33,0.0,0.0,1.49,0.229,40.61
2018-04-06 19:30,3.73,-9.03,-3.94,-0.31,0,1,0.0,15.25,99.2,0.014,99.33,0.0,0.0,1.41,0.22,40.4
2018-04-06 20:00,5.43,-6.75,-2.9,-0.37,0,1,0.0,15.41,98.7,0.023,99.36,0.0,0.0,0.96,0.187,40.21
2018-04-06 20:30,4.18,-11.13,-1.77,-0.37,0,0,0.0,15.26,90.4,0.294,99.42,0.0,0.76,1.63,0.256,40.04
2018-04-06 21:00,8.02,-11.26,-1.35,-0.39,0,0,0.0,15.16,92.6,0.258,99.39,0.0,0.51,2.06,0.3,40.0
2018-04-06 21:30,5.15,-10.24,-1.66,-0.89,0,0,0.0,15.07,95.1,0.212,99.34,0.0,1.02,2.12,0.352,40.4
2018-04-06 22:00,4.42,-12.39,-1.56,-0.95,0,0,0.0,15.07,97.1,0.183,99.31,0.0,0.25,1.76,0.252,41.22
2018-04-06 22:30,1.57,-15.61,-1.76,-0.73,0,0,0.0,15.09,98.5,0.164,99.28,0.0,0.0,1.7,0.199,41.29
2018-04-06 23:00,1.53,-14.58,-1.77,-0.5,0,0,0.0,15.2,98.1,0.142,99.24,0.0,0.0,1.6,0.27,41.19
2018-04-06 23:30,0.95,-16.03,-1.56,-0.43,0,0,0.0,15.42,98.7,0.103,99.22,0.0,0.0,1.61,0.244,41.04
2018-04-07 00:00,1.24,-18.04,-1.35,-0.37,0,0,0.0,15.5,99.1,0.085,99.17,0.0,0.25,1.59,0.231,40.89
2018-04-07 00:30,2.41,-20.43,-1.25,-0.37,0,0,0.0,15.62,99.5,0.083,99.17,0.0,1.27,1.36,0.285,40.75
2018-04-07 01:00,3.09,-19.58,-2.18,-0.34,0,0,0.0,15.35,99.7,0.09,99.2,0.0,7.37,2.53,0.546,43.21
2018-04-07 01:30,1.52,-17.23,-5.18,-0.9,0,0,0.0,15.31,99.8,0.099,99.1,0.0,0.25,3.13,0.472,46.46
2018-04-07 02:00,2.69,-25.7,-2.39,-1.12,0,1,0.0,15.21,99.6,0.007,99.13,0.0,0.76,2.77,0.42,44.31
2018-04-07 02:30,1.96,-17.07,-1.46,-1.12,0,0,0.0,14.91,99.7,0.092,99.11,0.0,1.02,1.96,0.302,43.65
2018-04-07 03:00,2.6,-16.99,-1.56,-1.12,0,0,0.0,15.0,99.4,0.076,99.06,0.0,0.25,2.16,0.309,43.7
2018-04-07 03:30,6.5,-16.95,-1.25,-1.02,0,0,0.0,15.11,99.1,0.061,99.07,0.0,1.78,2.35,0.346,43.33
2018-04-07 04:00,9.29,-12.58,-1.35,-1.12,0,0,0.0,14.92,98.6,0.054,99.12,0.0,3.05,2.72,0.403,44.62
2018-04-07 04:30,8.42,-12.85,-1.04,-1.13,0,0,0.0,14.76,98.0,0.063,99.15,0.0,2.54,2.47,0.316,45.93
2018-04-07 05:00,7.45,-14.59,-1.04,-1.75,0,0,,14.73,97.3,0.092,99.16,0.0,1.78,2.52,0.311,46.3
2018-04-07 05:30,12.34,-16.29,-1.25,-1.52,0,0,,14.71,96.5,0.134,99.17,0.0,1.78,2.19,0.316,46.08
2018-04-07 06:00,24.75,-15.47,1.58,-1.3,0,0,2.6,14.75,95.6,0.097,99.2,4.37,1.52,1.9,0.366,46.24
2018-04-07 06:30,38.66,-8.62,14.12,-0.96,0,0,19.5,15.04,98.0,0.161,99.27,5.119,0.0,2.69,0.371,45.62
2018-04-07 07:00,59.05,-1.9,24.74,-0.27,0,0,34.8,15.2,94.0,0.232,99.35,8.185,0.0,2.27,0.24,44.46
2018-04-07 07:30,86.4,7.81,84.13,0.91,0,0,120.4,15.31,86.8,0.396,99.39,8.988,0.0,1.52,0.187,43.67
2018-04-07 08:00,117.54,28.77,149.55,3.76,0,0,203.5,15.7,80.3,0.252,99.39,12.305,0.0,1.34,0.213,43.08
2018-04-07 08:30,148.42,19.16,145.63,7.54,0,1,193.2,15.96,97.8,0.04,99.43,15.612,0.0,1.39,0.21,42.62
2018-04-07 09:00,175.01,25.72,174.84,8.01,0,1,250.1,15.7,96.8,0.057,99.48,16.148,0.0,2.77,0.247,42.22
2018-04-07 09:30,193.23,47.83,288.19,9.85,0,1,435.6,15.96,87.8,0.221,99.56,17.445,0.0,2.43,0.237,41.89
2018-04-07 10:00,200.39,66.32,372.51,12.56,0,1,553.6,16.64,79.5,0.389,99.61,18.157,0.0,2.49,0.268,41.6
2018-04-07 10:30,199.08,98.13,512.5,16.92,0,1,712.2,17.15,74.1,0.506,99.66,17.727,0.0,2.67,0.299,41.31
2018-04-07 11:00,108.99,101.55,497.59,21.11,1,1,696.5,17.62,69.8,0.607,99.66,14.369,0.0,3.04,0.32,41.06
2018-04-07 11:30,240.2,88.64,585.6,24.86,1,1,809.9,18.1,68.1,0.663,99.65,17.702,0.0,1.8,0.317,40.8
2018-04-07 12:00,216.79,91.8,526.68,34.99,1,1,749.2,18.53,65.0,0.747,99.65,17.673,0.0,2.63,0.336,40.53
2018-04-07 12:30,183.95,54.62,350.0,30.56,1,1,508.8,18.49,62.4,0.801,99.67,15.835,0.0,2.11,0.303,40.32
2018-04-07 13:00,196.06,71.58,492.22,28.03,1,1,715.3,19.17,55.5,0.988,99.68,15.381,0.0,2.34,0.274,40.11
2018-04-07 13:30,170.9,60.57,385.82,29.21,1,1,574.8,19.1,56.0,0.973,99.68,14.674,0.0,2.53,0.27,39.87
2018-04-07 14:00,187.6,109.22,486.71,29.21,1,1,714.2,19.57,55.5,1.013,99.67,17.254,0.0,2.6,0.385,39.65
2018-04-07 14:30,237.04,67.91,386.9,31.49,1,1,624.4,19.73,48.7,1.18,99.68,16.346,0.0,2.94,0.296,39.44
2018-04-07 15:00,181.66,51.42,287.16,21.77,1,1,480.9,18.91,51.8,1.053,99.7,15.781,0.0,2.23,0.215,39.27
2018-04-07 15:30,139.6,11.86,184.05,17.28,1,1,359.5,19.05,51.6,1.066,99.68,12.196,0.0,2.56,0.257,39.12
2018-04-07 16:00,134.31,28.13,105.22,13.04,1,1,283.8,19.01,50.9,1.079,99.67,13.488,0.0,2.41,0.289,38.96
2018-04-07 16:30,121.78,4.82,127.56,10.37,1,1,321.4,18.89,52.9,1.028,99.68,11.719,0.0,3.12,0.268,38.8
2018-04-07 17:00,76.36,-10.27,41.6,5.41,1,1,202.4,18.03,59.6,0.835,99.7,9.255,0.0,3.16,0.28,38.67
2018-04-07 17:30,46.46,-27.4,-28.32,0.15,1,1,98.5,17.0,65.4,0.67,99.73,6.053,0.0,2.5,0.279,38.56
2018-04-07 18:00,24.04,-37.51,-54.52,-3.37,1,1,33.8,15.84,67.3,0.588,99.76,4.057,0.0,2.34,0.22,38.48
2018-04-07 18:30,26.57,-46.86,-89.07,-7.24,1,1,0.0,14.55,69.3,0.509,99.77,0.0,0.0,2.43,0.265,38.4
2018-04-07 19:00,4.46,-14.13,-75.61,-10.08,1,1,0.0,13.57,74.1,0.403,99.79,0.0,0.0,0.52,0.143,38.33
2018-04-07 19:30,3.68,-28.95,-82.63,-11.97,1,1,0.0,12.64,77.6,0.328,99.83,0.0,0.0,1.02,0.104,38.26
2018-04-07 20:00,-6.82,-10.41,-65.89,-12.98,1,1,0.0,12.47,77.0,0.332,99.91,0.0,0.0,0.26,0.255,38.2
2018-04-07 20:30,9.37,-28.2,-67.22,-12.98,1,1,0.0,12.69,71.6,0.416,99.96,0.0,0.0,0.64,0.176,38.13
2018-04-07 21:00,1.0,-12.02,-73.41,-13.34,1,1,0.0,12.13,73.2,0.379,100.01,0.0,0.0,0.58,0.124,38.07
2018-04-07 21:30,-3.65,-2.16,-78.25,-15.12,1,1,0.0,11.12,77.4,0.299,100.04,0.0,0.0,0.54,0.142,38.0
2018-04-07 22:00,-0.31,14.38,-79.0,-17.2,0,1,0.0,10.14,83.6,0.203,100.07,0.0,0.0,0.57,0.16,37.94
2018-04-07 22:30,-0.45,0.42,-77.87,-18.42,0,1,0.0,9.33,88.7,0.133,100.1,0.0,0.0,0.68,0.12,37.88
2018-04-07 23:00,-1.91,-10.75,-77.16,-18.77,1,1,0.0,8.58,95.1,0.055,100.11,0.0,0.0,0.63,0.135,37.82
2018-04-07 23:30,-1.88,-1.14,-73.74,-19.35,0,1,0.0,8.29,96.0,0.044,100.12,0.0,0.0,0.58,0.078,37.76
2018-04-08 00:00,-1.84,-3.71,-62.26,-19.98,1,1,0.0,8.18,96.8,0.035,100.12,0.0,0.0,0.89,0.122,37.7
2018-04-08 00:30,-3.85,-6.11,-52.44,-19.94,1,1,0.0,7.81,98.2,0.019,100.14,0.0,0.0,0.88,0.113,37.67
2018-04-08 01:00,-4.49,20.98,-44.47,-19.87,0,1,0.0,7.1,99.3,0.007,100.15,0.0,0.0,0.67,0.177,37.61
2018-04-08 01:30,-5.13,2.55,-39.51,-20.4,0,0,0.0,7.02,99.4,0.006,100.13,0.0,0.0,1.02,0.084,37.57
2018-04-08 02:00,-5.77,0.69,-36.1,-20.44,0,0,0.0,6.79,99.4,0.005,100.12,0.0,0.0,0.95,0.089,37.53
2018-04-08 02:30,-2.07,-1.92,-33.62,-20.19,0,0,0.0,6.57,99.5,0.027,100.14,0.0,0.0,1.26,0.137,37.48
2018-04-08 03:00,-7.05,-16.09,-32.39,-19.33,1,1,0.0,6.7,99.6,0.004,100.13,0.0,0.0,1.16,0.107,37.44
2018-04-08 03:30,-4.09,-11.46,-30.62,-18.62,1,1,0.0,6.78,98.6,0.014,100.14,0.0,0.0,1.04,0.081,37.4
2018-04-08 04:00,-3.39,-11.53,-30.0,-18.77,1,1,0.0,6.74,97.8,0.022,100.12,0.0,0.0,1.2,0.093,37.36
2018-04-08 04:30,-2.54,-8.56,-29.07,-18.84,1,1,0.0,6.47,98.2,0.017,100.12,0.0,0.0,1.17,0.069,37.31
2018-04-08 05:00,-6.46,-23.1,-29.07,-19.34,1,1,,6.07,98.2,0.017,100.11,0.0,0.0,1.07,0.133,37.27
2018-04-08 05:30,-3.67,-18.04,-22.14,-19.46,1,1,8.6,5.93,97.7,0.021,100.1,1.283,0.0,1.19,0.116,37.25
2018-04-08 06:00,1.83,-8.96,12.72,-18.53,1,1,62.5,6.39,96.3,0.036,100.07,4.101,0.0,1.1,0.097,37.19
2018-04-08 06:30,21.88,1.01,104.99,-16.64,1,1,192.4,7.83,89.9,0.107,100.1,6.712,0.0,1.03,0.135,37.18
2018-04-08 07:00,53.63,16.9,112.25,-13.4,1,1,254.7,9.32,86.0,0.164,100.14,10.188,0.0,0.98,0.141,37.15
2018-04-08 07:30,67.73,42.88,181.09,-9.1,1,1,376.4,11.32,82.7,0.232,100.15,11.406,0.0,0.71,0.143,37.1
2018-04-08 08:00,92.43,54.45,270.43,-5.19,1,1,476.9,12.65,83.8,0.237,100.14,14.036,0.0,0.75,0.149,37.08
2018-04-08 08:30,144.71,78.61,330.24,-1.09,1,1,546.8,13.29,81.0,0.29,100.15,16.881,0.0,1.11,0.212,37.02
2018-04-08 09:00,157.48,92.92,450.88,2.35,1,1,702.6,13.81,74.9,0.396,100.18,16.073,0.0,1.59,0.238,36.97
2018-04-08 09:30,213.57,128.84,520.52,7.8,1,1,800.3,14.82,72.5,0.464,100.16,19.689,0.0,1.44,0.259,36.92
2018-04-08 10:00,220.18,128.08,569.93,14.81,1,1,864.2,15.37,68.1,0.556,100.15,17.888,0.0,1.62,0.222,36.84
2018-04-08 10:30,260.11,135.61,614.0,22.02,1,1,918.5,16.12,64.7,0.646,100.15,17.694,0.0,1.67,0.268,36.74
2018-04-08 11:00,231.52,138.28,640.07,28.24,1,1,951.7,16.46,61.4,0.723,100.15,17.322,0.0,2.09,0.306,36.63
2018-04-08 11:30,236.25,136.06,656.18,34.0,1,1,971.8,16.8,57.8,0.807,100.15,12.943,0.0,2.22,0.283,36.5
2018-04-08 12:00,248.27,139.1,657.54,36.79,1,1,974.8,17.09,56.6,0.845,100.13,16.271,0.0,2.42,0.328,36.4
2018-04-08 12:30,303.54,157.97,639.2,38.8,1,1,957.8,17.66,54.2,0.924,100.1,18.578,0.0,2.07,0.32,36.26
2018-04-08 13:00,255.26,127.89,607.07,39.47,1,1,923.5,18.21,53.9,0.964,100.09,16.639,0.0,2.27,0.317,36.15
2018-04-08 13:30,262.66,109.09,562.42,38.56,1,1,874.2,18.59,50.8,1.054,100.06,15.703,0.0,2.33,0.35,36.02
2018-04-08 14:00,246.08,100.83,503.5,37.03,1,1,808.8,19.18,46.2,1.194,100.03,15.69,0.0,1.9,0.323,35.91
2018-04-08 14:30,209.07,81.78,438.53,34.63,1,1,730.6,19.55,45.3,1.243,99.99,14.632,0.0,1.96,0.288,35.77
2018-04-08 15:00,228.57,75.66,363.58,29.89,1,1,639.9,19.6,46.1,1.229,99.96,15.958,0.0,2.14,0.291,35.66
2018-04-08 15:30,209.15,54.52,283.52,24.1,1,1,541.4,19.54,45.8,1.232,99.94,14.058,0.0,2.13,0.309,35.56
2018-04-08 16:00,150.48,31.66,198.1,19.13,1,1,432.4,19.57,43.8,1.278,99.92,13.109,0.0,2.12,0.254,35.48
2018-04-08 16:30,136.16,4.76,114.31,12.9,1,1,322.7,19.19,43.3,1.26,99.92,11.065,0.0,2.45,0.307,35.38
2018-04-08 17:00,101.99,-18.06,31.94,7.01,1,1,208.8,18.81,42.6,1.246,99.89,9.018,0.0,2.04,0.23,35.34
2018-04-08 17:30,63.62,-35.23,-33.43,1.94,1,1,106.3,18.18,42.9,1.191,99.88,6.273,0.0,1.81,0.204,35.27
2018-04-08 18:00,18.14,-23.13,-73.28,-2.87,1,1,25.8,16.85,48.2,0.994,99.89,4.224,0.0,1.33,0.098,35.22
2018-04-08 18:30,7.37,-19.97,-82.78,-7.44,1,1,0.0,15.84,51.5,0.873,99.86,0.0,0.0,1.11,0.077,35.19
2018-04-08 19:00,11.0,-25.86,-82.07,-10.84,1,1,0.0,14.98,54.1,0.781,99.87,0.0,0.0,1.21,0.094,35.18
2018-04-08 19:30,-6.22,-5.76,-78.68,-12.19,0,1,0.0,13.93,58.4,0.661,99.88,0.0,0.0,0.88,0.07,35.14
2018-04-08 20:00,-6.53,1.07,-70.05,-14.2,0,1,0.0,11.63,73.2,0.366,99.9,0.0,0.0,0.86,0.027,35.12
2018-04-08 20:30,-2.44,-8.51,-70.58,-15.94,1,1,0.0,10.57,78.1,0.28,99.93,0.0,0.0,0.94,0.064,35.09
2018-04-08 21:00,-1.15,-11.0,-71.28,-17.11,1,1,0.0,9.85,83.5,0.2,99.95,0.0,0.0,1.13,0.084,35.07
2018-04-08 21:30,0.4,-16.81,-73.44,-17.06,1,1,0.0,9.64,84.5,0.186,99.95,0.0,0.0,1.25,0.092,35.05
2018-04-08 22:00,-0.71,-17.57,-75.41,-17.13,1,1,0.0,9.45,85.0,0.177,99.96,0.0,0.0,1.46,0.101,35.02
2018-04-08 22:30,-1.17,-23.69,-76.66,-16.54,1,1,0.0,9.25,86.5,0.158,99.95,0.0,0.0,1.37,0.137,35.0
2018-04-08 23:00,-2.48,-20.32,-76.86,-16.35,1,1,0.0,8.92,89.2,0.123,99.92,0.0,0.0,1.24,0.129,34.99
2018-04-08 23:30,-3.53,-4.22,-75.2,-17.39,0,1,0.0,8.28,93.2,0.074,99.9,0.0,0.0,0.96,0.075,34.97
2018-04-09 00:00,-4.58,-16.63,-72.19,-18.51,1,1,0.0,7.94,95.7,0.046,99.88,0.0,0.0,1.13,0.079,34.96
2018-04-09 00:30,-5.5,-20.58,-68.28,-18.89,1,1,0.0,7.84,96.7,0.035,99.85,0.0,0.0,1.3,0.117,34.94
2018-04-09 01:00,-4.88,-28.28,-75.85,-18.04,1,1,0.0,8.01,95.7,0.046,99.82,0.0,0.0,1.74,0.173,34.92
2018-04-09 01:30,-6.04,-23.38,-74.18,-16.67,1,1,0.0,8.18,94.6,0.059,99.83,0.0,0.0,1.39,0.095,34.92
2018-04-09 02:00,-4.09,-16.29,-70.87,-17.36,1,1,0.0,7.68,96.1,0.041,99.82,0.0,0.0,1.0,0.103,34.9
2018-04-09 02:30,-4.41,-17.28,-72.52,-17.89,1,1,0.0,7.84,93.3,0.071,99.82,0.0,0.0,1.03,0.102,34.89
2018-04-09 03:00,-2.16,-24.84,-72.21,-17.88,1,1,0.0,7.85,91.8,0.087,99.81,0.0,0.0,1.12,0.141,34.88
2018-04-09 03:30,0.42,-27.82,-74.7,-17.74,1,1,0.0,7.96,90.0,0.107,99.79,0.0,0.0,1.06,0.119,34.86
2018-04-09 04:00,-0.75,-4.49,-68.56,-17.72,1,1,0.0,7.49,91.7,0.086,99.79,0.0,0.0,0.55,0.057,34.85
2018-04-09 04:30,-9.41,-2.79,-63.38,-18.99,0,1,0.0,7.0,95.1,0.049,99.79,0.0,0.0,0.75,0.04,34.83
2018-04-09 05:00,-7.36,1.11,-57.38,-19.44,0,1,,6.48,97.2,0.027,99.81,0.0,0.0,0.64,0.038,34.82
2018-04-09 05:30,-1.27,-11.31,-43.82,-19.79,1,1,16.2,5.97,99.1,0.008,99.81,2.925,0.0,1.01,0.106,34.81
2018-04-09 06:00,11.27,-16.62,-28.33,-18.03,1,1,67.3,7.2,91.7,0.084,99.83,4.578,0.0,1.08,0.156,34.81
2018-04-09 06:30,29.93,1.33,28.79,-15.22,1,1,150.9,8.52,86.5,0.15,99.84,7.271,0.0,1.22,0.156,34.8
2018-04-09 07:00,38.16,1.41,106.79,-11.62,1,1,261.2,10.93,78.2,0.285,99.85,6.704,0.0,0.75,0.08,34.77
2018-04-09 07:30,83.51,28.73,182.63,-7.39,1,1,362.0,13.64,70.0,0.468,99.85,13.622,0.0,0.5,0.108,34.75
2018-04-09 08:00,121.33,42.12,292.83,-2.91,1,1,504.3,15.34,68.5,0.548,99.86,16.364,0.0,1.16,0.168,34.75
2018-04-09 08:30,110.1,37.33,320.36,2.98,1,1,533.5,16.09,67.4,0.596,99.86,11.307,0.0,1.77,0.272,34.73
2018-04-09 09:00,126.14,55.93,397.7,7.97,1,1,635.5,16.95,67.1,0.634,99.85,14.082,0.0,2.02,0.228,34.69
2018-04-09 09:30,190.45,102.2,498.63,14.02,1,1,760.9,17.84,65.6,0.703,99.84,18.052,0.0,1.87,0.247,34.63
2018-04-09 10:00,197.39,99.06,488.01,21.51,1,1,746.2,18.73,64.1,0.775,99.84,19.729,0.0,1.94,0.243,34.57
2018-04-09 10:30,150.6,80.12,481.65,25.86,1,1,728.5,18.7,64.9,0.757,99.84,16.955,0.0,2.43,0.297,34.5
2018-04-09 11:00,194.83,108.32,597.68,31.12,1,1,883.3,19.34,63.4,0.822,99.78,16.522,0.0,1.8,0.259,34.42
2018-04-09 11:30,233.53,121.81,678.73,41.79,1,1,986.9,20.09,62.5,0.881,99.77,15.946,0.0,1.84,0.251,34.34
2018-04-09 12:00,253.91,127.83,665.46,48.22,1,1,973.8,20.58,60.7,0.953,99.76,16.255,0.0,1.85,0.274,34.25
2018-04-09 12:30,281.0,120.66,635.84,51.07,1,1,939.6,21.16,56.1,1.102,99.72,17.11,0.0,2.1,0.268,34.12
2018-04-09 13:00,268.22,113.32,619.5,51.83,1,1,927.6,21.98,51.2,1.288,99.72,15.821,0.0,1.61,0.324,34.0
2018-04-09 13:30,282.38,104.75,573.12,51.11,1,1,877.3,22.42,49.2,1.378,99.74,17.428,0.0,2.0,0.313,33.89
2018-04-09 14:00,236.47,82.44,519.41,48.75,1,1,814.9,22.41,49.2,1.377,99.7,15.208,0.0,2.02,0.28,33.76
2018-04-09 14:30,282.35,90.47,448.77,44.85,1,1,731.9,22.67,50.3,1.367,99.62,17.719,0.0,1.99,0.263,33.65
2018-04-09 15:00,181.1,56.72,390.54,40.46,1,1,661.8,23.16,49.8,1.423,99.55,14.163,0.0,1.62,0.216,33.53
2018-04-09 15:30,183.78,50.07,306.55,34.86,1,1,528.6,23.32,50.5,1.417,99.5,16.576,0.0,1.45,0.227,33.45
2018-04-09 16:00,174.8,34.8,268.98,31.37,1,1,484.4,24.31,48.9,1.554,99.46,15.957,0.0,0.54,0.192,33.36
2018-04-09 16:30,81.91,-5.89,59.2,24.9,1,1,183.5,23.17,53.3,1.326,99.45,9.463,0.0,1.56,0.174,33.27
2018-04-09 17:00,61.51,-23.1,37.51,15.88,1,1,126.7,21.93,57.3,1.123,99.46,6.879,0.0,1.47,0.132,33.23
2018-04-09 17:30,15.99,-4.45,-17.76,10.91,1,1,57.4,21.22,59.9,1.01,99.49,3.577,0.0,0.61,0.096,33.18
2018-04-09 18:00,17.88,-13.74,-30.38,5.94,1,1,16.0,20.13,64.9,0.827,99.45,2.023,0.0,0.55,0.091,33.16
2018-04-09 18:30,0.92,-3.01,-54.62,1.86,1,1,0.0,19.12,69.9,0.665,99.48,0.0,0.0,0.62,0.043,33.13
2018-04-09 19:00,-6.82,7.96,-64.02,-3.12,0,1,0.0,17.61,76.6,0.47,99.52,0.0,0.0,0.73,0.063,33.12
2018-04-09 19:30,-3.29,16.68,-49.37,-6.87,0,1,0.0,16.33,82.8,0.319,99.6,0.0,0.0,0.6,0.109,33.09
2018-04-09 20:00,-1.14,-4.68,-36.08,-7.33,1,1,0.0,15.33,90.4,0.167,99.64,0.0,0.0,0.84,0.09,33.08
2018-04-09 20:30,2.57,-6.76,-28.85,-6.32,1,1,0.0,15.86,90.1,0.178,99.66,0.0,0.0,0.87,0.091,33.08
2018-04-09 21:00,6.5,-25.51,-34.95,-5.07,1,1,0.0,16.28,87.9,0.224,99.65,0.0,0.0,1.07,0.14,33.08
2018-04-09 21:30,9.35,-23.94,-25.44,-4.95,1,1,0.0,16.28,88.1,0.22,99.66,0.0,0.0,0.7,0.166,33.07
2018-04-09 22:00,7.56,-19.7,-21.6,-3.93,1,1,0.0,16.64,86.2,0.261,99.64,0.0,0.0,0.95,0.151,33.03
2018-04-09 22:30,15.28,-24.23,-20.26,-3.55,1,1,0.0,16.62,86.4,0.257,99.57,0.0,0.0,1.08,0.184,33.04
2018-04-09 23:00,12.85,-22.26,-24.81,-3.38,1,1,0.0,16.86,84.3,0.301,99.5,0.0,0.0,1.3,0.176,33.06
2018-04-09 23:30,6.07,-27.19,-32.96,-3.67,1,1,0.0,16.72,85.2,0.282,99.56,0.0,0.0,0.67,0.149,33.07
2018-04-10 00:00,8.15,-42.1,-44.63,-4.02,1,1,0.0,17.22,82.3,0.348,99.55,0.0,0.0,0.51,0.087,33.04
2018-04-10 00:30,-1.18,4.12,-55.15,-5.07,1,1,0.0,16.69,84.2,0.3,99.6,0.0,0.0,0.49,0.151,33.05
2018-04-10 01:00,-4.52,-12.52,-52.17,-7.08,1,1,0.0,15.59,90.7,0.165,99.58,0.0,0.0,0.92,0.106,33.03
2018-04-10 01:30,-2.3,-2.15,-43.6,-8.32,1,1,0.0,14.67,95.1,0.082,99.58,0.0,0.0,0.86,0.12,33.01
2018-04-10 02:00,7.29,0.28,-27.17,-8.05,0,1,0.0,14.42,97.4,0.043,99.58,0.0,0.0,0.91,0.084,33.01
2018-04-10 02:30,3.44,-7.71,-37.2,-6.91,1,1,0.0,14.97,92.0,0.136,99.57,0.0,0.0,0.92,0.085,33.01
2018-04-10 03:00,-4.57,-0.16,-34.49,-7.3,0,1,0.0,14.8,89.0,0.185,99.58,0.0,0.0,0.97,0.109,33.0
2018-04-10 03:30,-10.58,0.58,-27.28,-6.87,0,1,0.0,14.49,89.9,0.167,99.59,0.0,0.0,0.75,0.074,33.02
2018-04-10 04:00,18.9,-26.91,-34.82,-6.93,1,1,0.0,14.69,83.6,0.274,99.63,0.0,0.0,0.2,0.289,33.02
2018-04-10 04:30,-11.26,2.16,-34.08,-7.56,0,1,0.0,14.84,86.3,0.231,99.67,0.0,0.0,0.25,0.077,33.02
2018-04-10 05:00,-8.56,-21.13,-41.62,-8.04,1,1,,14.29,90.9,0.148,99.68,0.0,0.0,0.46,0.11,32.99
2018-04-10 05:30,6.1,-5.36,-35.23,-8.73,1,1,4.4,13.5,94.4,0.087,99.68,2.763,0.0,0.84,0.081,32.99
2018-04-10 06:00,14.48,-11.8,-8.77,-7.96,1,1,48.6,13.78,85.8,0.224,99.7,0.553,0.0,0.93,0.12,32.98
2018-04-10 06:30,24.76,-3.56,26.58,-5.47,1,1,101.7,14.68,81.2,0.314,99.73,6.91,0.0,0.92,0.105,32.96
2018-04-10 07:00,52.54,-1.0,103.37,-2.4,1,1,198.2,15.62,78.5,0.381,99.74,11.305,0.0,0.89,0.128,32.96
2018-04-10 07:30,68.15,31.8,199.95,2.61,1,1,327.1,17.71,65.2,0.704,99.78,20.188,0.0,0.58,0.156,32.94
2018-04-10 08:00,194.3,57.36,373.77,7.43,1,1,561.8,19.45,44.4,1.255,99.81,17.228,0.0,0.71,0.098,32.94
2018-04-10 08:30,190.96,19.63,345.15,9.79,1,1,513.4,19.08,36.2,1.408,99.84,16.065,0.0,1.94,0.185,32.9
2018-04-10 09:00,198.34,16.83,231.69,9.35,1,1,355.6,18.17,36.2,1.331,99.85,20.085,0.0,1.25,0.192,32.83
2018-04-10 09:30,120.26,11.34,203.49,10.41,1,1,310.6,18.4,36.9,1.334,99.84,15.363,0.0,0.67,0.114,32.79
2018-04-10 10:00,108.52,17.07,261.89,12.0,1,1,387.1,18.96,38.0,1.359,99.83,14.312,0.0,0.46,0.106,32.73
2018-04-10 10:30,141.48,6.1,258.93,14.65,1,1,386.0,18.95,40.0,1.313,99.84,16.937,0.0,1.59,0.144,32.66
2018-04-10 11:00,186.29,35.36,325.12,12.45,1,1,475.4,17.85,39.6,1.234,99.85,17.722,0.0,1.94,0.19,32.59
2018-04-10 11:30,187.34,37.99,372.72,17.34,1,1,539.0,19.03,32.6,1.482,99.8,17.181,0.0,0.97,0.205,32.51
2018-04-10 12:00,178.44,26.57,319.08,16.76,1,1,481.9,19.04,30.9,1.521,99.79,18.082,0.0,1.01,0.095,32.43
2018-04-10 12:30,187.98,11.95,250.37,18.31,1,1,393.6,19.67,29.9,1.604,99.77,17.446,0.0,0.7,0.193,32.34
2018-04-10 13:00,108.05,16.88,195.83,14.6,1,1,319.9,18.9,44.8,1.204,99.78,15.39,0.0,1.2,0.174,32.28
2018-04-10 13:30,88.36,12.59,189.57,12.85,1,1,312.9,18.79,51.1,1.06,99.77,13.722,0.0,1.01,0.177,32.21
2018-04-10 14:00,114.67,21.33,203.95,13.0,1,1,339.0,18.83,52.9,1.024,99.74,16.302,0.0,0.49,0.098,32.15
2018-04-10 14:30,65.14,-0.82,111.91,12.59,1,1,213.6,18.94,51.3,1.064,99.71,10.507,0.0,1.01,0.107,32.11
2018-04-10 15:00,56.03,0.25,100.26,10.58,1,1,184.7,18.66,55.6,0.956,99.72,9.811,0.0,0.9,0.156,32.06
2018-04-10 15:30,49.49,-0.35,82.07,9.36,1,1,147.3,18.58,58.7,0.883,99.68,7.841,0.0,0.85,0.118,32.03
2018-04-10 16:00,34.78,-4.98,34.58,7.3,1,1,81.4,18.21,63.2,0.768,99.67,5.281,0.0,0.75,0.081,32.0
2018-04-10 16:30,21.67,-4.29,10.68,5.06,1,1,50.7,17.81,66.9,0.674,99.68,3.03,0.0,0.52,0.096,31.96
