DateTime,LE,H,NETRAD,G,LE_measured_flag,H_measured_flag,SW_IN,TA,RH,VPD,PA,GPP,P,WS,USTAR,SWC
2018-01-01 00:00,-2.3,-2.26,-61.98,-10.2,0,1,0.0,7.55,86.8,0.137,100.31,0.0,0.0,0.65,0.139,28.36
2018-01-01 00:30,-0.6,4.81,-58.94,-11.58,0,1,0.0,6.11,90.6,0.089,100.3,0.0,0.0,1.2,0.088,28.35
2018-01-01 01:00,-2.8,-11.18,-46.85,-11.88,1,1,0.0,6.27,93.7,0.06,100.3,0.0,0.0,1.03,0.084,28.35
2018-01-01 01:30,-0.07,-2.97,-32.32,-10.69,1,1,0.0,6.53,91.6,0.081,100.31,0.0,0.0,0.9,0.088,28.34
2018-01-01 02:00,-1.34,4.36,-25.2,-9.69,0,1,0.0,6.66,89.9,0.099,100.35,0.0,0.0,0.54,0.099,28.34
2018-01-01 02:30,-0.21,-11.08,-35.86,-9.2,1,1,0.0,6.24,92.5,0.071,100.34,0.0,0.0,1.12,0.088,28.34
2018-01-01 03:00,-1.61,-14.8,-56.88,-9.66,1,1,0.0,6.43,89.7,0.099,100.33,0.0,0.0,1.12,0.097,28.34
2018-01-01 03:30,1.91,-5.51,-35.33,-10.12,0,1,0.0,6.28,89.3,0.102,100.3,0.0,0.0,1.19,0.077,28.32
2018-01-01 04:00,2.02,-3.1,-32.31,-9.56,1,1,0.0,6.77,85.6,0.142,100.29,0.0,0.0,0.96,0.089,28.33
2018-01-01 04:30,3.82,-12.54,-24.28,-9.2,1,1,0.0,6.4,87.2,0.123,100.29,0.0,0.0,1.04,0.103,28.32
2018-01-01 05:00,3.55,-9.48,-26.86,-8.79,1,1,0.0,7.16,80.8,0.194,100.33,0.0,0.0,1.07,0.075,28.32
2018-01-01 05:30,3.55,-11.7,-28.71,-8.06,1,1,0.0,7.3,79.0,0.215,100.34,0.0,0.0,0.82,0.081,28.32
2018-01-01 06:00,3.66,-10.78,-27.48,-8.06,1,1,0.0,7.56,76.0,0.25,100.35,0.0,0.0,1.37,0.089,28.31
2018-01-01 06:30,2.6,-8.2,-24.99,-8.06,1,1,,7.32,77.2,0.234,100.35,0.0,0.0,0.79,0.086,28.32
2018-01-01 07:00,2.67,-6.28,-24.2,-8.06,1,1,1.3,6.85,80.2,0.196,100.37,0.329,0.0,0.79,0.073,28.3
2018-01-01 07:30,1.11,1.58,-36.96,-8.27,0,1,14.0,6.78,79.8,0.199,100.4,1.049,0.0,0.62,0.078,28.3
2018-01-01 08:00,-3.42,0.99,-42.09,-9.45,1,1,24.0,6.14,83.3,0.158,100.44,1.553,0.0,0.89,0.088,28.29
2018-01-01 08:30,22.31,20.93,10.29,-9.81,1,1,111.3,6.39,85.5,0.139,100.47,2.066,0.0,0.91,0.087,28.29
2018-01-01 09:00,26.82,-4.4,94.9,-7.62,1,1,235.1,9.28,75.0,0.292,100.51,2.67,0.0,1.18,0.154,28.29
2018-01-01 09:30,46.03,39.25,135.0,-3.94,1,1,294.0,11.96,66.8,0.463,100.55,4.495,0.0,1.13,0.152,28.28
2018-01-01 10:00,39.06,65.9,190.71,0.31,1,1,370.3,13.6,59.4,0.632,100.55,5.111,0.0,0.96,0.157,28.27
2018-01-01 10:30,70.05,91.13,241.12,4.0,1,1,445.6,15.48,48.3,0.909,100.55,5.557,0.0,0.6,0.144,28.27
2018-01-01 11:00,76.53,111.46,267.06,7.46,1,1,486.3,17.08,41.4,1.139,100.53,4.467,0.0,0.84,0.172,28.26
2018-01-01 11:30,52.7,106.88,281.6,10.09,1,1,511.6,17.61,41.3,1.181,100.48,5.872,0.0,1.2,0.164,28.26
2018-01-01 12:00,65.32,110.1,265.87,11.63,1,1,492.7,17.84,42.9,1.166,100.42,4.513,0.0,1.27,0.188,28.25
2018-01-01 12:30,59.28,104.99,250.46,11.8,1,1,471.4,18.4,40.6,1.257,100.38,4.524,0.0,1.09,0.137,28.23
2018-01-01 13:00,52.67,87.66,232.34,12.31,1,1,453.1,18.54,40.7,1.264,100.29,4.558,0.0,1.54,0.153,28.23
2018-01-01 13:30,63.2,96.79,210.3,12.6,1,1,431.1,18.81,40.0,1.302,100.21,4.411,0.0,1.46,0.202,28.21
2018-01-01 14:00,41.53,53.99,126.79,11.59,1,1,315.7,18.79,41.6,1.266,100.05,3.577,0.0,1.53,0.191,28.22
2018-01-01 14:30,37.86,35.56,82.82,9.96,1,1,257.3,18.48,43.2,1.207,100.06,2.89,0.0,1.44,0.185,28.2
2018-01-01 15:00,22.73,1.88,14.8,8.03,1,1,163.0,18.18,43.3,1.182,100.09,2.474,0.0,1.29,0.158,28.19
2018-01-01 15:30,8.78,-10.73,-35.11,5.77,1,1,83.8,17.32,46.7,1.054,100.09,2.382,0.0,1.03,0.093,28.18
2018-01-01 16:00,0.29,-5.11,-52.28,2.58,1,1,31.6,15.86,51.2,0.879,100.11,2.42,0.0,0.72,0.047,28.18
2018-01-01 16:30,-0.33,0.6,-56.32,-1.54,1,1,8.9,14.32,56.3,0.713,100.11,2.574,0.0,0.36,0.055,28.18
2018-01-01 17:00,-0.36,3.41,-55.56,-4.9,0,1,0.0,12.54,63.0,0.537,100.08,0.0,0.0,0.77,0.049,28.17
2018-01-01 17:30,-3.79,-7.77,-53.1,-7.43,1,1,0.0,11.01,68.3,0.416,100.08,0.0,0.0,0.76,0.05,28.16
2018-01-01 18:00,-2.11,2.92,-53.13,-8.99,0,1,0.0,10.28,71.5,0.356,100.1,0.0,0.0,1.04,0.042,28.14
2018-01-01 18:30,-0.43,-4.1,-53.77,-8.98,1,1,0.0,10.1,73.0,0.334,100.1,0.0,0.0,1.09,0.043,28.15
2018-01-01 19:00,-1.57,-9.51,-52.63,-8.96,1,1,0.0,9.59,74.9,0.3,100.13,0.0,0.0,0.91,0.074,28.14
2018-01-01 19:30,-1.93,-32.27,-58.98,-9.57,1,1,0.0,9.46,76.2,0.282,100.13,0.0,0.0,1.12,0.119,28.13
2018-01-01 20:00,-2.73,-30.34,-58.99,-9.66,1,1,0.0,9.31,76.6,0.275,100.14,0.0,0.0,1.31,0.115,28.12
2018-01-01 20:30,-5.83,-29.56,-55.48,-9.56,1,1,0.0,8.94,78.0,0.251,100.15,0.0,0.0,1.19,0.116,28.11
2018-01-01 21:00,-3.96,-29.53,-51.66,-9.31,1,1,0.0,8.65,78.9,0.237,100.15,0.0,0.0,1.13,0.105,28.1
2018-01-01 21:30,-1.76,-20.71,-47.2,-9.17,1,1,0.0,8.82,78.5,0.244,100.16,0.0,0.0,0.78,0.103,28.09
2018-01-01 22:00,-0.91,-19.32,-52.99,-9.1,1,1,0.0,9.19,76.7,0.271,100.2,0.0,0.0,1.5,0.077,28.08
2018-01-01 22:30,-0.33,-15.71,-47.6,-8.81,1,1,0.0,9.23,76.3,0.276,100.22,0.0,0.0,1.4,0.088,28.09
2018-01-01 23:00,0.93,-21.12,-48.14,-8.18,1,1,0.0,8.95,77.2,0.261,100.24,0.0,0.0,1.7,0.138,28.08
2018-01-01 23:30,-0.77,-12.66,-53.83,-7.71,1,1,0.0,8.58,78.2,0.243,100.24,0.0,0.0,1.32,0.093,28.07
2018-01-02 00:00,0.13,-6.75,-54.34,-8.42,1,1,0.0,8.64,77.6,0.251,100.25,0.0,0.0,1.1,0.147,28.07
2018-01-02 00:30,-1.63,-22.15,-51.01,-9.4,1,1,0.0,8.2,78.9,0.23,100.26,0.0,0.0,1.15,0.092,28.07
2018-01-02 01:00,-1.38,-25.81,-52.9,-9.72,1,1,0.0,8.19,78.7,0.231,100.26,0.0,0.0,1.3,0.102,28.07
2018-01-02 01:30,-1.72,-11.81,-50.83,-9.21,1,1,0.0,7.75,80.1,0.21,100.26,0.0,0.0,1.29,0.104,28.07
2018-01-02 02:00,0.21,-19.67,-53.11,-9.22,1,1,0.0,7.75,79.3,0.218,100.28,0.0,0.0,1.32,0.115,28.06
2018-01-02 02:30,0.85,-14.76,-41.74,-9.19,1,1,0.0,7.82,78.5,0.228,100.27,0.0,0.0,1.34,0.085,28.05
2018-01-02 03:00,0.83,-12.4,-43.28,-9.2,1,1,0.0,7.94,77.6,0.24,100.26,0.0,0.0,1.37,0.076,28.05
2018-01-02 03:30,-0.72,-18.4,-48.96,-9.2,1,1,0.0,7.8,77.6,0.237,100.23,0.0,0.0,1.32,0.082,28.05
2018-01-02 04:00,-0.29,-23.23,-51.86,-9.27,1,1,0.0,8.07,75.4,0.265,100.21,0.0,0.0,1.33,0.1,28.04
2018-01-02 04:30,3.89,-21.06,-40.58,-9.46,1,1,0.0,8.39,73.2,0.295,100.2,0.0,0.0,1.37,0.095,28.04
2018-01-02 05:00,5.34,-26.57,-30.26,-9.07,1,1,0.0,8.12,74.4,0.276,100.23,0.0,0.0,1.44,0.13,28.03
2018-01-02 05:30,4.98,-17.94,-27.67,-8.12,1,1,0.0,8.35,73.4,0.292,100.27,0.0,0.0,1.45,0.119,28.03
2018-01-02 06:00,2.78,-15.98,-26.84,-7.7,1,1,0.0,8.27,73.2,0.292,100.29,0.0,0.0,1.4,0.101,28.02
2018-01-02 06:30,1.71,-10.98,-33.04,-7.59,1,1,,8.12,73.6,0.285,100.32,0.0,0.0,1.32,0.082,28.02
2018-01-02 07:00,3.67,-27.54,-44.95,-7.79,1,1,0.4,8.11,73.0,0.292,100.3,0.0,0.0,1.32,0.149,28.02
2018-01-02 07:30,5.25,-28.48,-36.58,-8.06,1,1,16.3,8.17,72.1,0.302,100.28,0.0,0.0,1.02,0.12,28.02
2018-01-02 08:00,9.57,-20.26,-26.4,-7.78,1,1,41.0,8.83,69.0,0.351,100.28,0.277,0.0,1.22,0.11,28.02
2018-01-02 08:30,8.55,-13.66,-18.09,-7.05,1,1,57.4,8.75,70.3,0.335,100.31,0.388,0.0,1.3,0.079,28.01
2018-01-02 09:00,19.71,-7.31,6.14,-6.42,1,1,89.3,8.68,72.7,0.306,100.34,1.643,0.0,1.57,0.167,28.01
2018-01-02 09:30,34.44,14.16,51.94,-4.87,1,1,153.3,10.05,69.3,0.378,100.35,3.005,0.0,1.09,0.155,28.0
2018-01-02 10:00,47.98,45.15,125.11,-1.96,1,1,251.8,11.74,65.0,0.482,100.34,4.796,0.0,1.11,0.166,28.01
2018-01-02 10:30,36.03,40.95,134.33,1.88,1,1,269.3,13.75,60.4,0.622,100.33,4.992,0.0,0.47,0.134,28.01
2018-01-02 11:00,69.31,77.62,180.61,4.98,1,1,335.6,15.34,53.7,0.807,100.29,5.524,0.0,0.75,0.166,28.0
2018-01-02 11:30,59.91,47.5,194.69,7.9,1,1,352.2,15.86,53.5,0.837,100.25,5.366,0.0,1.34,0.189,28.0
2018-01-02 12:00,39.92,42.91,154.94,9.76,1,1,288.9,15.51,56.5,0.766,100.23,4.538,0.0,1.65,0.199,28.0
2018-01-02 12:30,38.24,41.31,132.8,10.31,1,1,246.5,15.4,57.9,0.736,100.19,4.753,0.0,1.65,0.209,28.0
2018-01-02 13:00,32.87,36.01,107.21,10.17,1,1,206.8,14.9,60.6,0.667,100.15,5.369,0.0,1.66,0.215,27.99
2018-01-02 13:30,31.62,34.46,106.21,9.44,1,1,201.4,14.8,62.6,0.628,100.12,4.774,0.0,1.43,0.169,27.98
2018-01-02 14:00,25.46,19.34,78.72,9.11,1,1,179.1,15.11,63.0,0.635,100.1,3.596,0.0,1.36,0.169,27.98
2018-01-02 14:30,18.07,7.82,47.65,8.37,1,1,132.0,15.13,62.4,0.646,100.08,3.144,0.0,0.83,0.126,27.98
2018-01-02 15:00,9.88,2.88,19.42,7.11,1,1,87.9,14.91,63.9,0.612,100.07,2.902,0.0,0.89,0.107,27.96
2018-01-02 15:30,6.51,-3.74,-3.84,5.69,1,1,42.4,14.27,67.0,0.537,100.05,2.798,0.0,0.9,0.084,27.96
2018-01-02 16:00,3.15,-5.72,-15.45,3.97,1,1,23.8,13.64,69.0,0.484,100.05,2.749,0.0,0.91,0.068,27.95
2018-01-02 16:30,0.56,-1.65,-18.91,1.97,1,1,5.5,13.07,70.5,0.444,100.03,2.5,0.0,0.34,0.024,27.97
2018-01-02 17:00,1.97,1.56,-30.62,-0.32,0,1,0.0,12.56,72.0,0.407,100.04,0.0,0.0,0.35,0.06,27.95
2018-01-02 17:30,0.7,-0.88,-27.02,-2.81,0,1,0.0,11.57,76.4,0.322,100.05,0.0,0.0,0.95,0.074,27.95
2018-01-02 18:00,-1.42,-6.23,-19.81,-3.37,1,1,0.0,11.13,79.2,0.276,100.02,0.0,0.0,0.34,0.1,27.95
2018-01-02 18:30,0.77,-5.79,-26.43,-3.61,1,1,0.0,10.79,80.5,0.252,100.0,0.0,0.0,0.44,0.118,27.93
2018-01-02 19:00,-3.56,2.82,-36.33,-4.68,0,1,0.0,10.49,81.5,0.235,100.01,0.0,0.0,0.65,0.08,27.93
2018-01-02 19:30,-1.32,-5.56,-34.17,-5.6,1,1,0.0,9.42,87.0,0.153,100.0,0.0,0.0,0.39,0.064,27.93
2018-01-02 20:00,-8.75,-18.4,-40.07,-6.63,1,1,0.0,9.32,88.9,0.13,100.01,0.0,0.0,0.5,0.117,27.93
2018-01-02 20:30,-6.48,1.52,-45.26,-7.57,0,1,0.0,8.66,92.2,0.087,99.98,0.0,0.0,1.0,0.151,27.93
2018-01-02 21:00,-4.21,10.01,-46.04,-7.56,0,1,0.0,9.18,92.0,0.093,100.0,0.0,0.0,0.82,0.083,27.91
2018-01-02 21:30,-1.94,10.12,-35.02,-8.02,0,1,0.0,8.13,94.6,0.058,100.01,0.0,0.0,1.13,0.086,27.92
2018-01-02 22:00,0.33,-11.82,-33.73,-7.65,1,1,0.0,9.12,94.0,0.069,100.02,0.0,0.0,1.02,0.095,27.91
2018-01-02 22:30,0.74,-12.32,-19.42,-6.62,1,1,0.0,9.73,91.9,0.098,100.01,0.0,0.0,1.1,0.124,27.9
2018-01-02 23:00,-0.34,-2.93,-19.21,-5.76,1,1,0.0,10.28,90.1,0.124,100.0,0.0,0.0,0.76,0.057,27.9
2018-01-02 23:30,0.91,-2.38,-29.83,-5.44,1,1,0.0,10.31,88.7,0.142,99.96,0.0,0.0,0.79,0.063,27.89
2018-01-03 00:00,-4.15,-13.86,-26.62,-5.72,1,1,0.0,9.43,92.5,0.089,99.95,0.0,0.0,1.0,0.059,27.89
2018-01-03 00:30,-0.36,-8.33,-24.67,-5.83,1,1,0.0,9.83,91.6,0.102,99.94,0.0,0.0,0.92,0.058,27.89
2018-01-03 01:00,0.8,-4.83,-21.16,-5.46,1,1,0.0,9.72,90.9,0.11,99.94,0.0,0.0,0.67,0.086,27.88
2018-01-03 01:30,0.32,-1.17,-23.24,-5.57,0,1,0.0,9.09,92.6,0.085,99.94,0.0,0.0,0.92,0.078,27.88
2018-01-03 02:00,0.61,0.04,-29.22,-5.6,0,1,0.0,9.52,88.7,0.134,99.97,0.0,0.0,1.03,0.072,27.88
2018-01-03 02:30,0.52,20.4,-31.69,-6.01,0,1,0.0,9.71,85.9,0.17,99.98,0.0,0.0,0.65,0.11,27.88
2018-01-03 03:00,0.42,-0.02,-25.09,-6.5,0,1,0.0,8.42,91.8,0.09,99.97,0.0,0.0,0.82,0.123,27.88
2018-01-03 03:30,0.33,-12.35,-31.0,-6.74,1,1,0.0,8.85,88.8,0.127,99.93,0.0,0.0,1.19,0.085,27.87
2018-01-03 04:00,0.83,-11.0,-37.08,-6.76,1,1,0.0,8.8,86.4,0.154,99.89,0.0,0.0,0.84,0.098,27.86
2018-01-03 04:30,0.21,-7.78,-45.33,-7.38,0,1,0.0,8.67,84.3,0.176,99.87,0.0,0.0,1.03,0.112,27.86
2018-01-03 05:00,0.97,-9.38,-48.64,-8.41,1,1,0.0,8.74,80.4,0.221,99.86,0.0,0.0,1.3,0.089,27.86
2018-01-03 05:30,0.02,-16.79,-49.79,-8.37,1,1,0.0,8.47,80.4,0.217,99.83,0.0,0.0,1.35,0.108,27.85
2018-01-03 06:00,3.67,-21.58,-52.06,-8.56,1,1,0.0,8.45,78.0,0.243,99.83,0.0,0.0,1.08,0.123,27.85
2018-01-03 06:30,3.65,-1.37,-50.99,-9.32,0,1,,8.05,77.5,0.242,99.86,0.0,0.0,0.97,0.041,27.85
2018-01-03 07:00,3.63,-19.81,-52.22,-10.42,1,1,3.2,7.16,80.2,0.201,99.86,0.523,0.0,1.38,0.098,27.84
2018-01-03 07:30,6.72,-24.9,-38.46,-10.32,1,1,26.0,7.38,77.4,0.232,99.83,0.0,0.0,1.35,0.133,27.83
2018-01-03 08:00,17.28,-6.73,-4.51,-9.0,1,1,73.6,7.86,76.4,0.251,99.79,0.838,0.0,0.89,0.109,27.83
2018-01-03 08:30,12.94,2.17,28.12,-6.78,1,1,113.1,8.87,75.5,0.279,99.79,1.655,0.0,0.44,0.064,27.83
2018-01-03 09:00,39.49,9.36,59.98,-4.12,1,1,159.0,9.89,70.8,0.355,99.84,2.659,0.0,0.26,0.1,27.83
2018-01-03 09:30,59.73,46.3,106.1,-1.03,1,1,218.6,11.17,67.0,0.438,99.85,2.658,0.0,0.27,0.212,27.82
2018-01-03 10:00,65.79,71.6,157.52,1.97,1,1,294.2,12.85,65.4,0.514,99.89,6.689,0.0,0.66,0.061,27.83
2018-01-03 10:30,43.14,51.73,158.2,4.87,1,1,307.1,14.37,61.2,0.635,99.86,4.825,0.0,0.98,0.111,27.82
2018-01-03 11:00,62.15,79.49,232.03,7.46,1,1,406.9,15.32,55.3,0.777,99.85,6.417,0.0,0.37,0.121,27.81
2018-01-03 11:30,44.53,48.59,147.33,9.71,1,1,291.6,15.85,52.6,0.853,99.8,6.859,0.0,0.16,0.101,27.81
2018-01-03 12:00,40.22,32.42,130.84,10.03,1,1,260.8,15.84,54.3,0.822,99.78,4.23,0.0,1.37,0.163,27.81
2018-01-03 12:30,25.77,15.15,79.06,9.78,1,1,171.6,15.29,57.3,0.741,99.79,3.223,0.0,1.47,0.155,27.79
2018-01-03 13:00,13.27,5.75,40.68,8.21,1,1,99.3,15.02,57.6,0.723,99.79,3.178,0.0,0.44,0.052,27.79
2018-01-03 13:30,24.16,-1.29,26.29,6.83,1,1,79.8,15.03,58.7,0.705,99.77,2.389,0.0,0.7,0.145,27.79
2018-01-03 14:00,25.22,-4.91,15.21,5.5,1,1,58.1,14.57,61.6,0.636,99.73,1.732,0.0,1.12,0.16,27.79
2018-01-03 14:30,21.07,-3.14,13.63,4.16,1,1,56.4,14.73,62.0,0.637,99.67,1.31,0.0,0.28,0.219,27.79
2018-01-03 15:00,13.87,-10.14,3.61,3.34,1,1,38.1,14.3,63.9,0.588,99.73,1.302,0.0,2.17,0.179,27.78
2018-01-03 15:30,8.42,-9.6,-4.68,2.42,1,1,26.8,13.79,66.4,0.53,99.81,2.144,0.0,0.7,0.293,27.78
2018-01-03 16:00,5.76,-12.54,-11.01,1.4,1,1,10.1,13.37,68.4,0.484,99.84,1.97,0.0,0.89,0.148,27.78
2018-01-03 16:30,20.65,-24.95,-15.46,0.17,1,1,2.7,13.23,68.3,0.481,99.71,0.0,0.0,1.6,0.233,27.76
2018-01-03 17:00,32.94,-43.2,-18.05,-0.63,1,1,0.0,13.67,63.1,0.578,99.68,0.0,0.0,1.42,0.224,27.76
2018-01-03 17:30,22.5,-33.7,-13.6,-0.9,1,1,0.0,15.07,52.8,0.808,99.6,0.0,0.0,2.04,0.255,27.76
2018-01-03 18:00,7.63,-16.39,-14.41,-1.13,1,1,0.0,15.42,50.5,0.866,99.58,0.0,0.0,1.27,0.188,27.75
2018-01-03 18:30,18.56,-30.98,-9.84,-0.84,1,1,0.0,15.3,50.7,0.856,99.6,0.0,0.0,0.73,0.193,27.75
2018-01-03 19:00,12.15,14.62,-12.44,-0.78,0,1,0.0,14.22,56.7,0.702,99.65,0.0,0.0,0.15,0.337,27.75
2018-01-03 19:30,5.75,-9.69,-8.41,-1.05,1,1,0.0,13.65,59.5,0.632,99.65,0.0,0.0,0.83,0.156,27.74
2018-01-03 20:00,7.03,-7.56,-22.76,-1.38,1,1,0.0,13.48,59.8,0.621,99.64,0.0,0.0,0.43,0.107,27.75
2018-01-03 20:30,1.38,-13.98,-27.4,-2.78,1,1,0.0,12.46,63.3,0.531,99.63,0.0,0.0,0.24,0.107,27.74
2018-01-03 21:00,2.31,-5.63,-18.03,-4.14,1,1,0.0,11.49,68.1,0.432,99.61,0.0,0.0,0.25,0.109,27.74
2018-01-03 21:30,2.62,1.03,-13.72,-4.41,0,1,0.0,11.27,72.4,0.369,99.62,0.0,0.0,0.39,0.181,27.74
2018-01-03 22:00,-36.24,-12.54,-6.17,-3.76,1,1,0.0,11.45,73.3,0.361,99.71,0.0,0.0,1.34,0.111,27.73
2018-01-03 22:30,1.31,-12.78,-4.34,-3.44,0,1,0.0,10.76,86.5,0.174,99.78,0.0,0.76,1.24,0.123,27.71
2018-01-03 23:00,7.76,-3.39,-6.21,-3.37,0,1,0.0,10.54,92.9,0.09,99.75,0.0,0.25,0.45,0.163,27.71
2018-01-03 23:30,6.82,-7.66,-6.11,-3.24,0,1,0.0,10.39,95.4,0.058,99.78,0.0,0.51,0.84,0.146,27.71
2018-01-04 00:00,8.12,-9.42,-8.07,-3.13,0,1,0.0,10.45,95.3,0.059,99.83,0.0,0.25,0.39,0.06,27.74
2018-01-04 00:30,5.24,-20.5,-7.14,-3.19,0,1,0.0,10.27,97.8,0.027,99.84,0.0,0.76,1.74,0.224,27.75
2018-01-04 01:00,2.21,-16.36,-7.56,-3.37,0,1,0.0,10.69,95.1,0.063,99.83,0.0,0.0,1.74,0.271,27.79
2018-01-04 01:30,1.24,-14.38,-3.89,-3.11,0,1,0.0,10.84,95.6,0.057,99.88,0.0,1.02,1.19,0.187,27.82
2018-01-04 02:00,0.74,-13.48,-4.39,-2.65,0,1,0.0,10.91,96.3,0.048,99.93,0.0,0.76,1.24,0.161,27.89
2018-01-04 02:30,2.05,-27.48,-4.36,-2.63,0,1,0.0,11.1,95.7,0.057,99.92,0.0,0.25,2.02,0.246,27.95
2018-01-04 03:00,4.52,-22.62,-3.72,-2.62,0,1,0.0,11.59,88.9,0.151,99.91,0.0,0.0,2.12,0.175,28.04
2018-01-04 03:30,5.7,-17.86,-0.48,-2.36,0,1,0.0,12.22,84.5,0.22,99.88,0.0,0.0,1.2,0.181,28.12
2018-01-04 04:00,11.18,-27.54,0.56,-2.0,0,1,0.0,13.1,78.5,0.324,99.87,0.0,0.0,1.7,0.259,28.2
2018-01-04 04:30,10.12,-24.8,-24.04,-1.66,0,1,0.0,13.35,75.0,0.382,99.85,0.0,0.0,1.15,0.146,28.28
2018-01-04 05:00,2.64,-10.4,-29.6,-2.33,0,1,0.0,12.82,76.4,0.349,99.84,0.0,0.0,0.23,0.107,28.34
2018-01-04 05:30,-49.94,-3.15,-50.56,-3.92,1,1,0.0,12.49,76.2,0.344,99.86,0.0,0.0,0.61,0.059,28.4
2018-01-04 06:00,-1.68,-1.78,-56.57,-6.08,0,1,0.0,11.24,83.4,0.221,99.9,0.0,0.0,0.22,0.046,28.45
2018-01-04 06:30,6.02,-2.01,0.0,,1,1,,10.6,86.3,0.175,99.89,0.0,0.0,0.47,0.072,28.5
2018-01-04 07:00,-12.5,3.14,-50.99,-8.71,1,1,3.4,10.23,88.3,0.146,99.92,1.65,0.0,0.36,0.069,28.53
2018-01-04 07:30,-0.86,-3.26,-28.29,-8.83,1,1,35.7,9.32,93.6,0.075,99.95,2.503,0.0,0.68,0.1,28.58
2018-01-04 08:00,5.16,5.2,0.49,-7.56,1,1,79.3,10.12,95.4,0.057,99.97,3.656,0.0,0.72,0.062,28.59
2018-01-04 08:30,19.36,15.42,34.92,-5.37,1,1,121.8,10.94,94.2,0.076,100.0,3.812,0.0,0.39,0.073,28.62
2018-01-04 09:00,11.53,9.55,61.18,-2.34,1,1,132.5,11.87,90.9,0.126,100.02,2.766,0.0,0.53,0.095,28.64
2018-01-04 09:30,30.37,22.71,65.79,0.14,1,1,165.6,12.21,87.3,0.18,100.05,5.164,0.0,0.68,0.144,28.67
2018-01-04 10:00,86.42,62.84,210.38,2.29,1,1,361.6,12.56,88.6,0.166,100.07,4.224,0.0,1.17,0.1,28.68
2018-01-04 10:30,83.82,77.48,266.28,4.69,1,1,446.2,13.39,82.8,0.264,100.08,4.435,0.0,1.02,0.078,28.7
2018-01-04 11:00,90.73,92.51,290.78,6.74,1,1,479.7,14.85,75.9,0.406,100.04,4.436,0.0,0.79,0.214,28.71
2018-01-04 11:30,68.21,65.8,230.0,9.2,1,1,366.0,15.87,69.9,0.542,99.99,5.838,0.0,0.92,0.155,28.73
2018-01-04 12:00,105.06,97.26,258.05,10.76,1,1,397.9,16.6,67.9,0.606,99.94,4.299,0.0,0.87,0.226,28.74
2018-01-04 12:30,78.97,81.76,261.96,12.75,1,1,435.5,18.24,62.6,0.784,99.88,5.154,0.0,1.37,0.237,28.74
2018-01-04 13:00,55.58,44.71,181.26,12.98,1,1,313.7,18.37,62.7,0.787,99.85,4.079,0.0,2.15,0.258,28.75
2018-01-04 13:30,61.01,43.84,152.95,12.49,1,1,252.3,18.28,65.4,0.727,99.85,4.625,0.0,2.7,0.342,28.78
2018-01-04 14:00,67.12,70.48,177.39,11.7,1,1,314.9,18.43,65.5,0.731,99.83,4.125,0.0,2.36,0.288,28.78
2018-01-04 14:30,48.96,48.94,147.92,11.73,1,1,326.9,20.0,60.8,0.916,99.8,3.682,0.0,2.41,0.331,28.78
2018-01-04 15:00,36.29,29.29,83.09,10.68,1,1,246.0,20.27,61.3,0.92,99.78,3.25,0.0,2.24,0.28,28.78
2018-01-04 15:30,25.41,11.2,21.17,9.4,1,1,159.7,19.83,63.2,0.851,99.78,3.133,0.0,2.03,0.27,28.78
2018-01-04 16:00,14.46,-10.23,-7.9,7.94,1,1,94.6,19.35,65.5,0.775,99.77,2.373,0.0,1.7,0.24,28.78
2018-01-04 16:30,1.71,-30.47,-49.0,6.63,1,1,20.0,18.58,68.0,0.684,99.79,1.139,0.0,1.74,0.196,28.79
2018-01-04 17:00,-3.6,-21.69,0.0,,1,1,0.0,17.42,72.2,0.553,99.82,0.0,0.0,0.87,0.129,28.81
2018-01-04 17:30,-1.43,-11.07,-48.12,0.28,1,1,0.0,16.57,75.9,0.453,99.85,0.0,0.0,0.3,0.068,28.79
2018-01-04 18:00,2.91,7.45,-15.09,-1.68,1,1,0.0,15.39,81.0,0.332,99.86,0.0,0.0,0.32,0.111,28.81
2018-01-04 18:30,-2.86,12.14,-24.91,-1.12,0,1,0.0,15.19,83.5,0.285,99.9,0.0,0.0,0.37,0.132,28.8
2018-01-04 19:00,-1.91,2.54,-32.68,-1.34,0,1,0.0,14.42,88.6,0.187,99.92,0.0,0.0,0.59,0.043,28.8
2018-01-04 19:30,-5.74,-5.91,-51.12,-2.51,1,1,0.0,13.96,90.2,0.156,99.95,0.0,0.0,0.63,0.098,28.81
2018-01-04 20:00,0.45,5.52,-23.91,-4.15,0,1,0.0,12.64,95.6,0.064,100.0,0.0,0.0,0.64,0.05,28.81
2018-01-04 20:30,0.77,5.5,1.87,-3.35,0,1,0.0,12.63,96.3,0.054,100.04,0.0,0.0,0.95,0.079,28.81
2018-01-04 21:00,-2.3,-3.64,-1.63,-2.03,1,1,0.0,13.48,95.7,0.066,100.08,0.0,0.0,0.82,0.055,28.81
2018-01-04 21:30,0.82,-2.82,0.44,-0.95,1,1,0.0,13.8,94.4,0.088,100.09,0.0,0.0,0.87,0.048,28.8
2018-01-04 22:00,-0.87,-0.51,-8.11,-0.28,0,1,0.0,14.6,90.7,0.154,100.11,0.0,0.0,0.66,0.028,28.8
2018-01-04 22:30,-2.56,-1.69,-2.73,0.24,0,1,0.0,14.78,89.1,0.183,100.11,0.0,0.0,0.31,0.063,28.81
