Date,Daylength_s,P_mm,SRad_Wm2,Tmax_C,Tmin_C,VP_Pa
2000-01-01,33753.63,0.0,191.87,11.34,3.52,785.77
2000-01-02,33792.29,0.0,233.32,10.54,0.1,615.13
2000-01-03,33834.11,0.0,244.79,11.53,0.03,612.05
2000-01-04,33879.07,0.0,250.28,14.24,1.9,700.59
2000-01-05,33927.13,0.0,264.58,14.26,0.1,615.11
2000-01-06,33978.27,0.0,258.24,12.56,-0.21,601.24
2000-01-07,34032.43,0.0,247.15,13.74,2.16,713.78
2000-01-08,34089.6,0.0,254.28,13.47,1.3,671.05
2000-01-09,34149.72,0.0,240.41,13.38,2.69,741.24
2000-01-10,34212.77,0.0,245.22,15.29,4.07,817.09
2000-01-11,34278.69,13.09,123.86,13.02,6.81,988.7
2000-01-12,34347.45,0.0,186.26,11.93,4.87,864.28
2000-01-13,34419.0,0.0,266.58,17.15,3.82,802.72
2000-01-14,34493.29,2.17,178.63,15.7,5.49,902.04
2000-01-15,34570.28,12.49,153.83,17.61,9.38,1177.17
2000-01-16,34649.92,3.15,130.62,14.36,7.92,1066.54
2000-01-17,34732.16,25.1,114.77,12.9,7.45,1032.42
2000-01-18,34816.96,5.02,123.29,14.86,8.91,1140.66
2000-01-19,34904.26,7.01,136.0,16.15,9.47,1184.36
2000-01-20,34994.01,1.89,106.37,12.61,9.01,1148.54
2000-01-21,35086.16,0.62,261.21,15.14,4.18,823.45
2000-01-22,35180.67,1.65,244.61,14.98,5.37,894.66
2000-01-23,35277.47,52.82,123.78,13.51,7.85,1061.49
2000-01-24,35376.51,49.14,108.88,14.3,9.39,1178.25
2000-01-25,35477.75,1.92,121.99,13.27,9.27,1168.29
2000-01-26,35581.13,0.0,210.14,13.91,6.57,972.05
2000-01-27,35686.6,0.0,249.67,14.48,5.21,885.09
2000-01-28,35794.1,0.0,278.57,14.66,3.6,790.43
2000-01-29,35903.58,0.0,295.46,16.48,3.9,807.47
2000-01-30,36014.99,12.34,152.14,14.5,7.73,1052.68
2000-01-31,36128.28,0.0,194.98,13.05,6.76,984.84
2000-02-01,36243.4,0.0,261.41,15.76,6.42,962.08
2000-02-02,36360.29,0.0,316.74,19.72,5.19,883.79
2000-02-03,36478.9,16.72,219.31,19.61,7.95,1068.27
2000-02-04,36599.19,0.0,214.14,15.22,8.48,1107.78
2000-02-05,36721.1,0.0,264.33,16.79,7.92,1066.72
2000-02-06,36844.58,0.0,308.92,18.79,6.92,995.9
2000-02-07,36969.58,0.0,331.5,21.04,6.39,959.93
2000-02-08,37096.06,0.0,308.71,20.78,8.93,1141.93
2000-02-09,37223.96,3.52,167.94,16.7,9.96,1224.11
2000-02-10,37353.25,10.02,163.59,15.41,9.03,1149.64
2000-02-11,37483.86,38.19,144.33,11.74,6.45,964.4
2000-02-12,37615.76,23.12,168.67,11.46,5.33,892.48
2000-02-13,37748.91,36.15,175.38,13.76,7.38,1028.06
2000-02-14,37883.24,9.69,234.2,16.04,6.21,948.63
2000-02-15,38018.74,6.23,258.47,17.3,5.03,874.09
2000-02-16,38155.34,8.8,132.44,11.19,6.69,980.27
2000-02-17,38293.01,0.0,316.79,14.21,4.57,846.04
2000-02-18,38431.7,0.0,360.74,17.09,3.95,810.14
2000-02-19,38571.38,12.36,261.44,17.93,5.7,915.26
2000-02-20,38712.0,11.12,250.94,18.52,7.4,1029.23
2000-02-21,38853.53,18.41,244.65,17.14,6.85,991.12
2000-02-22,38995.93,41.09,205.99,14.19,6.47,965.87
2000-02-23,39139.16,0.0,320.03,13.09,3.58,789.31
2000-02-24,39283.18,0.0,339.41,11.8,1.4,675.82
2000-02-25,39427.95,0.0,347.41,15.48,4.35,833.2
2000-02-26,39573.45,37.59,242.65,17.45,7.49,1035.89
2000-02-27,39719.63,11.23,124.0,12.35,8.17,1084.84
2000-02-28,39866.46,3.03,191.99,13.64,6.99,1000.68
2000-02-29,40013.92,3.2,212.52,13.53,6.06,938.66
2000-03-01,40161.95,0.0,391.12,15.19,2.34,722.87
2000-03-02,40310.55,2.07,160.28,10.52,5.31,891.07
2000-03-03,40459.66,0.0,413.24,16.68,2.32,721.85
2000-03-04,40609.26,12.98,294.13,16.64,4.28,828.89
2000-03-05,40759.33,8.06,141.71,11.33,6.88,993.39
2000-03-06,40909.82,0.12,309.83,12.48,4.67,852.14
2000-03-07,41060.72,9.0,249.28,12.72,4.26,827.92
2000-03-08,41211.99,7.75,252.07,13.75,5.34,892.72
2000-03-09,41363.6,0.0,352.77,14.38,5.48,901.44
2000-03-10,41515.52,0.0,433.88,17.37,3.34,775.89
2000-03-11,41667.74,0.0,377.18,17.25,6.98,1000.11
2000-03-12,41820.21,0.0,434.18,19.14,4.87,864.17
2000-03-13,41972.92,0.0,441.0,20.53,5.27,888.36
2000-03-14,42125.83,0.0,427.82,22.02,7.64,1046.35
2000-03-15,42278.93,0.0,436.17,22.29,7.2,1014.9
2000-03-16,42432.18,0.0,412.34,21.68,8.7,1124.11
2000-03-17,42585.56,0.0,447.19,20.65,5.04,874.49
2000-03-18,42739.04,0.0,451.23,23.65,6.97,999.2
2000-03-19,42892.59,0.0,425.3,21.73,7.81,1058.75
2000-03-20,43046.2,0.0,445.42,19.04,4.27,828.51
2000-03-21,43199.83,0.0,467.93,23.29,5.44,898.89
2000-03-22,43353.46,0.0,451.07,23.26,7.21,1015.88
2000-03-23,43507.07,0.0,395.22,20.0,8.0,1072.25
2000-03-24,43660.63,0.0,454.02,21.58,5.73,917.29
2000-03-25,43814.11,0.0,444.91,20.42,5.46,900.59
2000-03-26,43967.49,0.0,459.05,21.8,5.58,907.92
2000-03-27,44120.74,0.0,297.91,14.43,6.47,965.74
2000-03-28,44273.83,0.0,403.18,17.16,5.01,872.71
2000-03-29,44426.75,0.0,436.38,19.03,4.83,861.53
2000-03-30,44579.46,0.0,478.5,23.93,5.58,907.93
2000-03-31,44731.93,0.0,438.79,25.29,9.79,1210.48
2000-04-01,44884.14,0.0,448.38,28.48,11.42,1349.49
2000-04-02,45036.07,0.0,453.23,29.33,11.73,1377.47
2000-04-03,45187.68,0.0,453.96,30.38,12.45,1444.18
2000-04-04,45338.95,0.0,423.82,24.16,9.34,1174.04
2000-04-05,45489.85,0.0,441.03,23.24,7.48,1034.86
2000-04-06,45640.34,0.0,440.0,22.83,7.08,1006.86
2000-04-07,45790.41,0.0,476.32,26.85,7.64,1046.53
2000-04-08,45940.01,0.0,415.51,23.31,8.59,1116.21
2000-04-09,46089.13,0.0,442.16,23.03,6.94,997.26
2000-04-10,46237.72,0.0,474.43,25.58,6.75,984.27
2000-04-11,46385.76,0.0,462.11,28.39,9.89,1218.31
2000-04-12,46533.21,7.42,311.28,28.86,13.19,1516.08
2000-04-13,46680.05,4.24,214.54,21.04,11.92,1394.25
2000-04-14,46826.23,0.0,333.22,19.64,9.08,1153.91
2000-04-15,46971.73,0.0,308.81,18.96,9.43,1181.26
2000-04-16,47116.51,12.11,254.8,19.36,8.82,1133.84
2000-04-17,47260.53,24.6,188.36,13.8,6.69,980.07
2000-04-18,47403.76,0.0,407.15,18.74,5.97,932.88
2000-04-19,47546.16,0.0,411.69,20.21,7.21,1015.62
2000-04-20,47687.69,0.0,432.54,23.32,9.14,1158.04
2000-04-21,47828.31,0.0,444.03,24.95,10.04,1230.75
2000-04-22,47968.0,0.0,380.82,19.5,8.07,1077.4
2000-04-23,48106.69,0.0,464.69,20.19,5.03,873.9
2000-04-24,48244.36,0.0,501.41,23.48,5.56,906.55
2000-04-25,48380.97,0.0,474.48,24.48,8.19,1086.23
2000-04-26,48516.46,0.0,487.91,27.7,9.73,1205.18
2000-04-27,48650.8,0.0,369.2,23.6,12.12,1413.04
2000-04-28,48783.95,0.0,410.82,18.63,6.1,941.02
2000-04-29,48915.85,0.0,502.89,23.56,5.7,915.37
2000-04-30,49046.47,0.0,508.17,28.16,8.88,1138.14
2000-05-01,49175.75,0.0,480.63,28.26,10.93,1306.27
2000-05-02,49303.66,0.0,479.91,27.68,10.58,1276.02
2000-05-03,49430.14,0.0,505.18,28.24,9.37,1176.48
2000-05-04,49555.15,0.0,472.81,26.39,10.0,1227.51
2000-05-05,49678.63,0.0,405.57,22.44,9.9,1218.81
2000-05-06,49800.54,12.09,290.61,19.33,7.89,1064.42
2000-05-07,49920.83,23.93,227.56,16.52,8.26,1091.05
2000-05-08,50039.45,1.96,378.73,21.78,10.81,1295.17
2000-05-09,50156.35,0.0,411.53,21.94,9.85,1215.28
2000-05-10,50271.47,0.0,402.57,18.2,7.0,1001.47
2000-05-11,50384.76,0.0,502.47,19.57,3.91,807.85
2000-05-12,50496.18,0.0,524.13,23.2,5.56,906.71
2000-05-13,50605.67,0.0,469.44,24.83,10.0,1227.59
2000-05-14,50713.17,8.74,365.39,22.97,7.36,1026.27
2000-05-15,50818.64,21.76,121.39,14.79,10.76,1291.26
2000-05-16,50922.03,0.0,211.36,14.69,9.38,1177.47
2000-05-17,51023.27,0.0,431.21,21.92,9.28,1169.36
2000-05-18,51122.32,0.0,511.12,27.61,9.83,1213.1
2000-05-19,51219.12,0.0,497.88,32.06,13.87,1583.91
2000-05-20,51313.63,0.0,478.09,34.04,16.45,1869.99
2000-05-21,51405.79,0.0,488.45,36.62,17.38,1984.21
2000-05-22,51495.55,0.0,485.41,37.59,18.14,2038.0
2000-05-23,51582.85,0.0,418.32,35.36,20.44,2336.08
2000-05-24,51667.65,0.0,445.03,31.32,16.18,1779.23
2000-05-25,51749.9,0.0,451.48,27.33,12.66,1434.96
2000-05-26,51829.55,0.0,488.05,29.85,12.94,1406.74
2000-05-27,51906.55,0.0,517.05,31.6,12.59,1223.1
2000-05-28,51980.84,0.0,512.02,32.43,13.51,1254.94
2000-05-29,52052.4,0.0,514.98,29.67,11.19,1080.33
2000-05-30,52121.16,0.0,501.64,26.19,9.22,971.36
2000-05-31,52187.09,0.0,507.6,28.0,10.41,1032.02
2000-06-01,52250.14,0.0,539.91,32.16,11.36,1027.39
2000-06-02,52310.27,0.0,516.81,32.32,13.23,1187.83
2000-06-03,52367.45,0.0,538.43,32.95,12.19,1021.24
2000-06-04,52421.62,0.0,529.4,32.81,12.71,1027.38
2000-06-05,52472.76,0.0,532.41,28.21,8.53,802.53
2000-06-06,52520.83,0.0,506.88,29.38,11.05,925.78
2000-06-07,52565.79,8.51,343.64,25.99,10.33,1085.31
2000-06-08,52607.62,0.0,303.01,21.16,11.94,1338.71
2000-06-09,52646.29,0.0,406.45,24.08,11.05,1096.57
2000-06-10,52681.76,0.0,435.25,25.65,11.33,1065.49
2000-06-11,52714.01,0.0,517.58,28.43,9.48,830.44
2000-06-12,52743.03,0.0,505.33,32.56,13.61,1072.11
2000-06-13,52768.78,0.0,522.47,38.33,16.75,1232.52
2000-06-14,52791.24,0.0,503.72,41.78,20.09,1532.94
2000-06-15,52810.42,0.0,457.73,40.15,21.4,1791.88
2000-06-16,52826.27,0.0,465.96,38.62,19.67,1603.34
2000-06-17,52838.81,0.0,448.42,34.74,17.52,1467.61
2000-06-18,52848.01,0.0,439.01,29.07,13.21,1169.06
2000-06-19,52853.87,0.0,514.87,33.9,12.96,1003.88
2000-06-20,52856.39,0.0,525.24,37.36,14.8,1089.41
2000-06-21,52855.56,0.0,481.61,38.92,18.92,1492.79
2000-06-22,52851.38,0.0,482.69,37.45,17.63,1385.94
2000-06-23,52843.87,0.0,491.81,33.97,14.2,1123.45
2000-06-24,52833.01,0.0,498.44,35.22,14.66,1137.49
2000-06-25,52818.83,0.0,510.71,36.95,15.07,1135.53
2000-06-26,52801.33,0.0,492.95,38.0,17.02,1311.05
2000-06-27,52780.52,0.0,456.77,38.9,19.83,1639.56
2000-06-28,52756.42,0.0,445.69,38.04,19.74,1664.56
2000-06-29,52729.05,0.0,478.08,38.01,17.87,1414.77
2000-06-30,52698.43,0.0,476.46,32.91,13.83,1130.63
2000-07-01,52664.58,0.0,473.84,30.81,12.25,1038.66
2000-07-02,52627.52,0.0,454.07,29.74,12.41,1086.33
2000-07-03,52587.29,0.0,464.52,28.09,10.49,956.08
2000-07-04,52543.9,0.0,500.11,30.76,10.71,908.6
2000-07-05,52497.39,0.0,448.95,27.24,10.59,988.89
2000-07-06,52447.79,0.0,482.23,29.02,10.35,920.9
2000-07-07,52395.15,0.0,444.12,27.51,11.01,1022.47
2000-07-08,52339.48,0.0,487.42,30.3,10.88,939.76
2000-07-09,52280.84,0.0,478.7,33.37,13.83,1129.64
2000-07-10,52219.25,0.0,460.37,33.76,15.09,1254.4
2000-07-11,52154.77,0.0,464.87,34.45,15.4,1267.14
2000-07-12,52087.43,0.0,454.89,32.06,14.04,1149.52
2000-07-13,52017.28,0.0,452.57,30.64,13.06,1067.77
2000-07-14,51944.36,0.0,510.06,35.48,13.6,980.92
2000-07-15,51868.72,0.0,466.52,34.29,15.37,1185.86
2000-07-16,51790.4,0.0,448.46,30.75,13.5,1022.85
2000-07-17,51709.46,0.0,450.07,29.2,12.41,757.85
2000-07-18,51625.94,0.0,499.08,32.25,12.31,652.37
2000-07-19,51539.89,0.0,519.79,36.17,14.25,676.17
2000-07-20,51451.36,0.0,519.6,37.58,15.4,720.07
2000-07-21,51360.41,0.0,497.29,35.18,14.87,754.2
2000-07-22,51267.08,0.0,502.52,34.91,14.25,719.16
2000-07-23,51171.43,0.0,519.92,37.6,15.2,715.01
2000-07-24,51073.5,0.0,509.26,38.83,16.93,811.95
2000-07-25,50973.36,0.0,494.13,37.26,16.63,840.99
2000-07-26,50871.05,0.0,449.37,32.74,15.32,898.03
2000-07-27,50766.63,0.0,511.13,34.04,12.66,649.1
2000-07-28,50660.14,0.0,511.09,37.39,15.39,750.11
2000-07-29,50551.65,0.0,491.67,38.72,17.76,905.8
2000-07-30,50441.2,0.0,468.28,39.81,20.02,1097.23
2000-07-31,50328.84,0.0,477.89,41.13,20.42,1090.35
2000-08-01,50214.64,0.0,442.8,41.7,22.77,1369.41
2000-08-02,50098.63,0.0,436.79,39.82,21.52,1306.67
2000-08-03,49980.87,0.0,441.32,38.31,20.04,1195.92
2000-08-04,49861.42,0.0,473.66,36.81,16.87,922.83
2000-08-05,49740.32,0.0,481.52,37.85,17.6,762.24
2000-08-06,49617.62,0.0,482.21,37.46,17.37,749.44
2000-08-07,49493.38,0.0,436.9,32.21,15.43,656.84
2000-08-08,49367.64,0.0,487.42,33.5,13.45,572.82
2000-08-09,49240.44,0.0,487.5,33.99,13.79,586.52
2000-08-10,49111.85,0.0,447.38,30.52,13.16,561.23
2000-08-11,48981.89,0.0,509.49,35.97,13.6,578.59
2000-08-12,48850.63,0.0,465.85,37.91,18.42,803.85
2000-08-13,48718.11,0.0,478.46,36.69,16.46,704.27
2000-08-14,48584.37,0.0,485.48,37.49,16.52,707.36
2000-08-15,48449.45,0.0,500.75,37.96,15.49,659.44
2000-08-16,48313.4,0.0,482.82,38.99,17.62,761.84
2000-08-17,48176.26,0.0,468.08,36.94,16.85,723.23
2000-08-18,48038.08,0.0,469.42,34.0,14.11,599.51
2000-08-19,47898.89,0.0,462.07,32.41,13.17,561.66
2000-08-20,47758.73,0.0,472.51,32.15,12.11,521.57
2000-08-21,47617.65,0.0,471.64,34.25,13.98,594.21
2000-08-22,47475.69,0.0,467.28,34.94,14.83,630.29
2000-08-23,47332.87,0.0,419.59,31.49,14.74,626.37
2000-08-24,47189.25,0.0,477.18,34.93,13.96,593.51
2000-08-25,47044.85,0.0,472.53,36.89,15.85,675.52
2000-08-26,46899.71,0.0,446.63,35.87,16.75,718.34
2000-08-27,46753.86,0.0,458.7,36.37,16.28,695.94
2000-08-28,46607.35,0.0,414.36,33.64,16.68,714.96
2000-08-29,46460.21,0.0,264.51,25.45,15.92,679.05
2000-08-30,46312.46,0.0,193.89,20.59,13.93,592.15
2000-08-31,46164.14,0.0,353.72,25.8,12.75,545.56
2000-09-01,46015.29,17.17,179.21,22.5,14.19,637.08
2000-09-02,45865.93,0.0,207.14,20.99,13.9,745.44
2000-09-03,45716.09,0.0,368.41,25.04,11.66,505.04
2000-09-04,45565.81,0.0,421.4,25.08,8.96,416.72
2000-09-05,45415.11,0.0,428.25,26.99,10.33,459.56
2000-09-06,45264.02,0.0,450.91,30.82,12.15,522.96
2000-09-07,45112.58,0.0,465.94,34.57,14.12,599.87
2000-09-08,44960.81,0.0,436.76,34.43,16.13,688.62
2000-09-09,44808.74,0.0,452.56,32.75,13.26,565.32
2000-09-10,44656.39,0.0,456.08,33.42,13.44,572.13
2000-09-11,44503.8,0.0,465.59,35.76,14.36,609.86
2000-09-12,44350.98,0.0,427.71,35.32,16.94,727.91
2000-09-13,44197.97,0.0,422.91,37.9,19.43,859.96
2000-09-14,44044.8,0.0,377.9,31.27,16.38,700.47
2000-09-15,43891.48,0.0,421.16,30.97,13.42,571.35
2000-09-16,43738.05,0.0,436.73,31.91,12.95,553.13
2000-09-17,43584.53,0.0,449.41,36.0,15.13,643.17
2000-09-18,43430.95,0.0,444.12,38.66,17.54,758.0
2000-09-19,43277.32,0.0,430.85,38.88,18.72,820.02
2000-09-20,43123.69,0.0,405.76,39.38,21.02,954.98
2000-09-21,42970.06,0.0,306.79,26.1,14.6,620.11
2000-09-22,42816.48,0.0,289.66,24.94,14.27,606.27
2000-09-23,42662.96,0.0,388.4,27.27,11.43,497.09
2000-09-24,42509.52,0.0,421.97,30.94,12.19,524.41
2000-09-25,42356.21,0.0,432.68,33.75,13.32,567.68
2000-09-26,42203.03,0.0,409.04,33.59,15.17,644.95
2000-09-27,42050.02,0.0,372.02,28.92,13.48,573.71
2000-09-28,41897.21,0.0,335.51,24.6,11.31,492.68
2000-09-29,41744.61,0.0,399.66,29.15,10.91,478.92
2000-09-30,41592.26,0.0,405.27,33.18,13.58,577.89
2000-10-01,41440.19,0.0,386.07,35.04,16.35,699.29
2000-10-02,41288.41,0.0,341.25,30.22,14.88,632.08
2000-10-03,41136.97,0.0,385.16,30.58,11.65,504.73
2000-10-04,40985.88,0.0,364.75,28.26,10.94,479.94
2000-10-05,40835.18,0.0,364.14,30.62,12.89,550.87
2000-10-06,40684.9,0.0,354.87,31.08,13.86,589.12
2000-10-07,40535.06,0.0,305.42,26.22,12.56,538.37
2000-10-08,40385.69,0.0,351.72,28.26,11.29,492.28
2000-10-09,40236.83,18.9,180.05,22.32,12.02,653.73
2000-10-10,40088.51,7.4,138.71,18.22,10.3,1135.97
2000-10-11,39940.76,5.64,73.03,13.84,10.06,1232.01
2000-10-12,39793.61,0.0,272.96,20.63,8.76,836.63
2000-10-13,39647.09,0.0,310.51,21.97,7.88,715.48
2000-10-14,39501.25,0.0,322.65,24.13,8.92,729.43
2000-10-15,39356.1,0.0,312.98,25.11,10.33,813.92
2000-10-16,39211.7,0.0,334.32,27.31,10.64,772.92
2000-10-17,39068.07,0.0,324.69,28.47,12.28,874.4
2000-10-18,38925.25,0.0,322.56,27.65,11.64,852.33
2000-10-19,38783.28,0.0,326.01,26.7,10.41,789.41
2000-10-20,38642.19,0.0,270.3,23.57,11.17,978.53
2000-10-21,38502.03,0.0,270.38,22.74,10.24,929.55
2000-10-22,38362.83,0.0,290.21,25.32,11.14,922.33
2000-10-23,38224.64,0.0,326.13,25.45,8.26,701.56
2000-10-24,38087.5,0.0,315.75,26.22,9.65,784.83
2000-10-25,37951.44,11.59,143.35,18.86,10.27,1249.61
2000-10-26,37816.52,10.07,68.71,14.38,10.69,1284.85
2000-10-27,37682.77,0.0,258.04,19.63,7.64,990.04
2000-10-28,37550.23,42.41,117.87,15.87,9.19,1162.44
2000-10-29,37418.96,8.77,127.08,15.79,8.67,1121.98
2000-10-30,37289.0,0.84,217.33,16.14,6.86,991.64
2000-10-31,37160.4,0.0,297.43,18.24,3.7,796.12
2000-11-01,37033.19,0.0,278.05,17.28,4.22,825.73
2000-11-02,36907.44,0.0,267.12,19.1,6.62,975.26
2000-11-03,36783.19,0.0,287.47,21.61,7.11,1008.94
2000-11-04,36660.48,0.0,280.89,21.14,7.17,1013.06
2000-11-05,36539.37,0.0,249.39,18.73,7.31,1022.61
2000-11-06,36419.9,0.0,265.57,19.27,6.55,971.17
2000-11-07,36302.14,0.0,270.99,18.69,5.56,906.8
2000-11-08,36186.12,0.0,227.92,18.34,8.02,1073.64
2000-11-09,36071.9,1.99,248.28,14.44,2.97,755.69
2000-11-10,35959.54,0.0,197.28,11.94,3.33,775.67
2000-11-11,35849.07,0.0,228.44,12.71,2.28,719.6
2000-11-12,35740.56,0.0,266.66,14.2,0.8,647.17
2000-11-13,35634.07,2.09,174.87,11.34,0.56,636.16
2000-11-14,35529.63,0.0,209.89,11.85,2.47,729.7
2000-11-15,35427.3,0.0,224.27,10.89,0.78,646.09
2000-11-16,35327.15,0.0,251.22,13.09,0.98,655.68
2000-11-17,35229.21,0.0,268.95,15.12,1.11,661.58
2000-11-18,35133.54,0.0,273.3,16.15,1.36,673.58
2000-11-19,35040.19,0.0,256.42,16.29,3.0,757.47
2000-11-20,34949.23,0.0,268.99,18.16,2.97,755.95
2000-11-21,34860.68,1.64,221.4,14.18,3.57,788.93
2000-11-22,34774.62,0.0,182.69,11.92,3.86,804.77
2000-11-23,34691.08,0.0,210.42,11.92,2.39,725.17
2000-11-24,34610.12,0.0,216.09,14.41,4.19,823.64
2000-11-25,34531.79,0.0,206.86,13.11,3.35,776.59
2000-11-26,34456.13,0.0,163.67,12.46,5.19,883.6
2000-11-27,34383.19,0.0,133.69,12.11,6.28,952.7
2000-11-28,34313.02,0.0,152.33,12.77,5.98,933.28
2000-11-29,34245.66,5.96,151.77,14.02,4.28,829.28
2000-11-30,34181.16,0.0,219.67,14.96,3.95,810.38
2000-12-01,34119.56,0.0,206.47,13.83,3.87,805.74
2000-12-02,34060.89,0.0,230.61,15.04,3.04,759.7
2000-12-03,34005.21,0.0,219.74,15.4,4.29,829.86
2000-12-04,33952.54,0.0,198.5,15.24,5.71,916.18
2000-12-05,33902.93,0.0,211.15,15.74,5.25,887.25
2000-12-06,33856.4,0.0,241.54,19.22,5.34,892.88
2000-12-07,33812.99,0.0,191.22,15.53,6.39,960.13
2000-12-08,33772.73,0.0,201.27,18.23,8.12,1081.0
2000-12-09,33735.65,0.0,198.47,16.34,6.6,974.33
2000-12-10,33701.78,0.0,121.32,13.87,8.54,1111.97
2000-12-11,33671.14,6.73,80.56,11.62,7.07,1006.01
2000-12-12,33643.75,0.0,166.99,12.4,5.07,876.04
2000-12-13,33619.63,5.33,133.33,13.07,5.15,880.95
2000-12-14,33598.8,5.13,80.23,12.15,7.74,1053.49
2000-12-15,33581.28,0.0,199.91,16.7,7.23,1017.38
2000-12-16,33567.07,0.0,222.29,14.72,3.72,796.84
2000-12-17,33556.19,0.0,226.84,15.17,3.77,799.74
2000-12-18,33548.66,0.0,252.82,16.19,1.39,675.15
2000-12-19,33544.46,0.0,240.54,16.94,3.8,801.33
2000-12-20,33543.61,0.0,226.48,15.97,4.61,848.26
2000-12-21,33546.1,0.0,231.09,15.89,4.06,816.3
2000-12-22,33551.94,0.0,209.74,14.79,4.86,863.77
2000-12-23,33561.12,0.0,205.22,12.58,3.18,767.26
2000-12-24,33573.63,0.0,220.0,12.87,2.37,724.29
2000-12-25,33589.47,0.0,228.69,12.03,0.85,649.73
2000-12-26,33608.62,0.0,249.61,16.28,1.96,703.39
2000-12-27,33631.07,0.0,244.02,17.11,3.25,771.07
2000-12-28,33656.79,0.0,240.5,15.73,2.39,725.27
2000-12-29,33685.79,0.0,233.08,15.38,2.88,751.14
2000-12-30,33718.02,0.0,240.76,16.26,2.78,745.72
2001-01-01,33753.63,0.0,245.52,17.44,2.83,748.53
2001-01-02,33792.29,0.0,243.07,17.86,3.66,793.66
2001-01-03,33834.11,0.0,244.4,18.14,3.82,802.96
2001-01-04,33879.07,0.0,252.12,19.11,3.67,794.2
2001-01-05,33927.13,0.0,250.76,17.83,2.98,756.57
2001-01-06,33978.27,0.0,242.28,16.96,3.44,781.58
2001-01-07,34032.43,17.95,178.31,17.1,4.12,819.99
2001-01-08,34089.6,6.84,74.15,10.63,6.4,961.07
2001-01-09,34149.72,0.0,154.13,10.68,3.91,807.94
2001-01-10,34212.77,23.21,137.45,13.01,4.63,849.92
2001-01-11,34278.69,1.35,122.42,10.91,5.7,915.2
2001-01-12,34347.45,0.0,191.4,12.45,3.78,800.67
2001-01-13,34419.0,0.0,186.52,12.48,4.15,821.53
2001-01-14,34493.29,0.0,217.33,11.98,1.91,700.9
2001-01-15,34570.28,0.0,257.66,12.23,-1.01,567.42
2001-01-16,34649.92,0.0,257.46,13.07,-0.04,608.92
2001-01-17,34732.16,0.0,258.82,10.69,-2.15,521.41
2001-01-18,34816.96,0.0,252.95,11.8,-0.44,591.28
2001-01-19,34904.26,0.0,243.86,14.38,2.8,746.98
2001-01-20,34994.01,0.0,268.4,15.23,1.52,681.55
2001-01-21,35086.16,0.0,265.32,16.4,3.05,759.95
2001-01-22,35180.67,0.0,260.21,18.19,5.28,888.89
2001-01-23,35277.47,21.1,173.04,16.24,5.9,928.26
2001-01-24,35376.51,0.0,92.9,9.08,5.61,909.69
2001-01-25,35477.75,21.19,111.05,9.21,3.53,786.21
2001-01-26,35581.13,0.0,219.01,11.24,2.27,718.96
2001-01-27,35686.6,0.0,290.27,13.89,-0.32,596.48
2001-01-28,35794.1,2.38,219.6,13.54,-0.68,580.98
2001-01-29,35903.58,1.09,221.83,11.2,2.39,725.37
2001-01-30,36014.99,0.0,255.15,9.96,-0.53,587.47
2001-01-31,36128.28,0.0,306.51,14.34,-0.66,582.09
2001-02-01,36243.4,0.0,296.26,14.73,1.09,660.92
2001-02-02,36360.29,0.0,291.35,16.04,2.95,754.91
2001-02-03,36478.9,0.0,304.04,19.43,4.89,865.28
2001-02-04,36599.19,0.0,310.64,21.46,6.04,937.26
2001-02-05,36721.1,0.0,302.57,20.12,6.12,942.6
2001-02-06,36844.58,0.88,189.43,10.82,4.25,827.21
2001-02-07,36969.58,0.0,306.93,13.34,0.26,622.56
2001-02-08,37096.06,0.0,295.91,11.38,-0.64,582.92
2001-02-09,37223.96,13.66,155.18,9.7,2.46,728.83
2001-02-10,37353.25,15.33,93.56,8.23,4.13,820.46
2001-02-11,37483.86,13.25,110.69,8.27,3.46,782.36
2001-02-12,37615.76,5.32,169.68,9.48,1.81,695.67
2001-02-13,37748.91,0.0,344.8,16.11,0.62,638.73
2001-02-14,37883.24,0.0,308.88,14.31,2.35,723.06
2001-02-15,38018.74,0.0,303.93,13.84,2.45,728.42
2001-02-16,38155.34,0.0,331.67,16.16,2.82,747.77
2001-02-17,38293.01,6.25,223.95,16.94,5.91,928.63
2001-02-18,38431.7,5.2,178.35,15.52,7.61,1044.26
2001-02-19,38571.38,21.61,136.91,13.04,7.44,1032.38
2001-02-20,38712.0,4.85,148.14,13.58,7.64,1046.04
2001-02-21,38853.53,1.03,206.47,14.61,8.5,1109.67
2001-02-22,38995.93,12.84,105.09,11.01,7.19,1014.5
2001-02-23,39139.16,4.16,204.02,11.83,3.75,798.81
2001-02-24,39283.18,5.68,160.86,10.84,4.83,861.64
2001-02-25,39427.95,0.0,343.94,16.88,5.24,886.67
2001-02-26,39573.45,0.0,323.24,14.48,4.43,838.04
2001-02-27,39719.63,0.0,398.34,19.94,3.78,800.72
2001-02-28,39866.46,0.0,338.05,15.87,5.14,880.61
2001-03-01,40013.92,6.64,283.21,15.74,2.7,741.64
2001-03-02,40161.95,5.03,150.43,10.74,5.53,904.61
2001-03-03,40310.55,5.28,263.81,13.58,3.05,760.35
2001-03-04,40459.66,17.33,186.92,14.77,8.26,1091.03
2001-03-05,40609.26,0.7,268.17,15.21,8.31,1095.02
2001-03-06,40759.33,0.0,359.76,16.74,6.5,967.73
2001-03-07,40909.82,0.0,389.97,18.27,6.42,962.13
