Month,alpha,alpha_site,R2_train,RMSE_train,Site
7,1.1995839843749996,1.2169951171875,0.9929021374982477,11.549771358254864,US-MOz
8,1.2084433593749997,1.2169951171875,0.9921634553525499,11.040051194660409,US-MOz
9,1.2761191406249999,1.2169951171875,0.9836435774032207,11.285630969328894,US-MOz
10,1.4493691406250002,1.2169951171875,0.9518172119116453,13.295738705633228,US-MOz
11,1.7574169921875011,1.2169951171875,0.965654639488679,2.9342896687305235,US-MOz
12,2.170792968750002,1.2169951171875,0.8088294250428806,3.2688857091610997,US-MOz
1,1.9493701171875015,1.7278857421875014,0.9591720820129557,9.363264652698755,US-Me2
2,1.9666582031250017,1.7278857421875014,0.952323489401244,10.63735294138684,US-Me2
3,1.8420117187500016,1.7278857421875014,0.943975584378083,15.58624724608825,US-Me2
4,1.7584628906250008,1.7278857421875014,0.9545290915143256,14.717049329980433,US-Me2
5,1.5732773437500005,1.7278857421875014,0.9516715185971271,16.531803184298926,US-Me2
6,1.4571826171875006,1.7278857421875014,0.9619951721940139,15.771218986082614,US-Me2
7,1.2690439453125002,1.7278857421875014,0.9810690747591526,9.883782246840207,US-Me2
8,1.289162109375,1.7278857421875014,0.978786293066965,9.93060870331623,US-Me2
9,1.4961269531250003,1.7278857421875014,0.989285296627215,7.568820876133427,US-Me2
10,1.6778056640625008,1.7278857421875014,0.9736775906418379,13.618093114456663,US-Me2
11,1.8225703125000017,1.7278857421875014,0.922456150294832,16.21891172692274,US-Me2
12,2.0805996093750023,1.7278857421875014,0.9605147630458378,10.51184661552236,US-Me2
1,1.722533203125001,1.4272822265625003,0.969768035147709,3.785175017037249,US-Me6
2,1.6659931640625008,1.4272822265625003,0.9249986774802306,8.333568651500702,US-Me6
3,1.5567890625000005,1.4272822265625003,0.962887360564556,10.111190950572892,US-Me6
4,1.5877353515625003,1.4272822265625003,0.9612383927467304,8.64264816420852,US-Me6
5,1.3407802734375003,1.4272822265625003,0.9525884974790981,11.995669670374863,US-Me6
6,1.3397343750000001,1.4272822265625003,0.9668273228984805,13.927582937451406,US-Me6
7,1.23957421875,1.4272822265625003,0.986389985727939,7.160197702924068,US-Me6
8,1.2652910156250001,1.4272822265625003,0.9784683588326972,8.427676582152914,US-Me6
9,1.3461943359375002,1.4272822265625003,0.9777031809985918,6.879190054780282,US-Me6
10,1.4715175781250003,1.4272822265625003,0.9777146476264974,6.585638647541777,US-Me6
11,1.6099453125000007,1.4272822265625003,0.9636148044484554,4.990170277806208,US-Me6
12,1.8654521484375013,1.4272822265625003,0.9557622136866692,3.8525007137055405,US-Me6
1,1.8069433593750015,1.3261992187500002,0.9635095778363126,4.985762879168109,US-Myb
2,1.662547851562501,1.3261992187500002,0.9824104907689066,7.089626936861763,US-Myb
3,1.5553740234375004,1.3261992187500002,0.9715429627096414,7.7759310886623725,US-Myb
4,1.4706562500000002,1.3261992187500002,0.9785702590101559,12.773845099552455,US-Myb
5,1.3545615234375004,1.3261992187500002,0.9833121294588211,15.928929486927307,US-Myb
6,1.3051582031250002,1.3261992187500002,0.9871259479049984,17.580382688209507,US-Myb
7,1.2961142578125,1.3261992187500002,0.9927353500792173,12.969862163922976,US-Myb
8,1.3084189453125004,1.3261992187500002,0.9950769435634232,10.414796937643526,US-Myb
9,1.315248046875,1.3261992187500002,0.9910096729013081,11.405342233086483,US-Myb
10,1.3877226562500002,1.3261992187500002,0.988860815923653,9.666036656798926,US-Myb
11,1.5212285156250005,1.3261992187500002,0.9806870909313994,5.48997426774701,US-Myb
12,1.8004218750000016,1.3261992187500002,0.967672377952761,4.911165720245141,US-Myb
1,2.2900869140625026,1.5921035156250005,0.9697050529482901,9.042451117772979,US-NR1
2,2.5845380859375036,1.5921035156250005,0.9321634716475853,11.23664164874689,US-NR1
3,2.1312333984375025,1.5921035156250005,0.9653821661036485,11.12362669473149,US-NR1
4,2.2239492187500027,1.5921035156250005,0.9627702189015215,12.652850890342206,US-NR1
